date,equity,month_ret,peak,dd
2018-12-31,3774493.2,-0.08804679,4365188.5,-0.13531953
2019-01-31,4076700.2,0.08006561,4365188.5,-0.06608838
2019-02-28,4208849.5,0.032415748,4365188.5,-0.03581494
2019-03-29,4285034.0,0.018100977,4365188.5,-0.018362224
2019-04-30,4460087.5,0.04085231,4460087.5,0.0
2019-05-31,4175662.5,-0.06377119,4460087.5,-0.06377119
2019-06-28,4466227.0,0.069585204,4466227.0,0.0
2019-07-31,4533754.0,0.015119433,4533754.0,0.0
2019-08-30,4457843.5,-0.016743422,4533754.0,-0.016743422
2019-09-30,4544578.0,0.019456625,4544578.0,0.0
2019-10-31,4645034.5,0.02210474,4645034.5,0.0
2019-11-29,4813176.5,0.03619826,4813176.5,0.0
2019-12-31,4953025.5,0.029055476,4953025.5,0.0
2020-01-31,4951025.5,-0.00040382147,4953025.5,-0.00040382147
2020-02-28,4559073.5,-0.07916582,4953025.5,-0.07953763
2020-03-31,3989768.8,-0.12487292,4953025.5,-0.19447845
2020-04-30,4496403.5,0.12698352,4953025.5,-0.092190504
2020-05-29,4710635.5,0.04764521,4953025.5,-0.048937738
2020-06-30,4794179.0,0.017735124,4953025.5,-0.032070577
2020-07-31,5076518.5,0.05889213,5076518.5,0.0
2020-08-31,5430842.5,0.06979668,5430842.5,0.0
2020-09-30,5227496.0,-0.037442863,5430842.5,-0.037442923
2020-10-30,5097155.5,-0.024933636,5430842.5,-0.06144297
2020-11-30,5651608.0,0.10877681,5651608.0,0.0
2020-12-31,5860991.5,0.03704846,5860991.5,0.0
2021-01-29,5801265.0,-0.010190487,5860991.5,-0.010190487
2021-02-26,5962572.5,0.027805567,5962572.5,0.0
2021-03-31,6233265.5,0.045398712,6233265.5,0.0
2021-04-30,6563070.5,0.052910447,6563070.5,0.0
2021-05-28,6606164.0,0.0065660477,6606164.0,0.0
2021-06-30,6754321.0,0.022427082,6754321.0,0.0
2021-07-30,6919211.0,0.024412513,6919211.0,0.0
2021-08-31,7125126.0,0.029759884,7125126.0,0.0
2021-09-30,6793058.0,-0.04660523,7125126.0,-0.04660523
2021-10-29,7269683.5,0.07016361,7269683.5,0.0
2021-11-30,7211273.0,-0.008034825,7269683.5,-0.008034825
2021-12-31,7544834.0,0.04625547,7544834.0,0.0
2022-01-31,7146910.0,-0.05274123,7544834.0,-0.05274123
2022-02-28,6935954.5,-0.029517055,7544834.0,-0.08070153
2022-03-31,7196680.5,0.037590504,7544834.0,-0.046144605
