date,equity,ret,atk_cap,peak,dd,ym
2002-10-24,1021281.7,-0.0081383865,0.4,1035607.6,-0.013833344,2002-10
2002-10-25,1039620.2,0.017956352,0.8530412316322327,1039620.2,0.0,2002-10
2002-10-28,1038758.75,-0.0008285999,0.4,1039620.2,-0.0008286238,2002-10
2002-10-29,1030260.56,-0.008181079,0.4,1039620.2,-0.009002924,2002-10
2002-10-30,1043452.56,0.01280454,0.4,1043452.56,0.0,2002-10
2002-10-31,1040620.94,-0.0027136528,0.42032578587532043,1043452.56,-0.0027136803,2002-10
2002-11-01,1055721.6,0.014511265,0.614254891872406,1055721.6,0.0,2002-11
2002-11-04,1065808.6,0.009554645,1.0,1065808.6,0.0,2002-11
2002-11-05,1076586.9,0.010112743,1.0,1076586.9,0.0,2002-11
2002-11-06,1093579.9,0.015784157,0.9972385168075562,1093579.9,0.0,2002-11
2002-11-07,1065042.5,-0.026095312,0.6743452548980713,1093579.9,-0.02609539,2002-11
2002-11-08,1058807.6,-0.0058541116,0.4,1093579.9,-0.031796694,2002-11
2002-11-11,1041831.25,-0.016033465,0.4,1093579.9,-0.047320366,2002-11
2002-11-12,1050678.8,0.008492224,0.4,1093579.9,-0.03922999,2002-11
2002-11-13,1042208.0,-0.008062182,0.4,1093579.9,-0.04697585,2002-11
2002-11-14,1074727.8,0.031202853,0.4,1093579.9,-0.017238915,2002-11
2002-11-15,1079256.5,0.004213835,0.4,1093579.9,-0.013097703,2002-11
2002-11-18,1075630.4,-0.0033598542,0.4,1093579.9,-0.01641351,2002-11
2002-11-19,1071793.9,-0.0035667897,0.4,1093579.9,-0.01992172,2002-11
2002-11-20,1082117.0,0.009631622,0.4,1093579.9,-0.010481954,2002-11
2002-11-21,1102274.5,0.018627912,0.4,1102274.5,0.0,2002-11
2002-11-22,1099466.8,-0.0025472045,0.4,1102274.5,-0.0025472045,2002-11
2002-11-25,1104791.0,0.004842579,0.4,1104791.0,0.0,2002-11
2002-11-26,1091862.9,-0.011701886,0.4,1104791.0,-0.011701882,2002-11
2002-11-27,1108520.2,0.015255893,0.4,1108520.2,0.0,2002-11
2002-11-29,1110761.4,0.0020216126,0.729834794998169,1110761.4,0.0,2002-11
2002-12-02,1104048.4,-0.0060436404,0.7392153739929199,1110761.4,-0.006043613,2002-12
2002-12-03,1080236.2,-0.021568043,1.0,1110761.4,-0.027481258,2002-12
2002-12-04,1073432.6,-0.006298246,0.9572861194610596,1110761.4,-0.03360647,2002-12
2002-12-05,1056690.1,-0.015597147,1.0,1110761.4,-0.04867947,2002-12
2002-12-06,1066572.4,0.009352123,0.6012372374534607,1110761.4,-0.039782643,2002-12
2002-12-09,1038003.25,-0.026785903,0.5543235540390015,1110761.4,-0.06550294,2002-12
2002-12-10,1052840.9,0.014294342,0.4,1110761.4,-0.052144885,2002-12
2002-12-11,1057178.6,0.0041199843,0.4,1110761.4,-0.04823965,2002-12
2002-12-12,1051161.8,-0.0056914333,0.5470225811004639,1110761.4,-0.053656578,2002-12
2002-12-13,1039532.56,-0.011063138,0.5134252905845642,1110761.4,-0.064126134,2002-12
2002-12-16,1069298.9,0.028634312,0.4,1110761.4,-0.037328005,2002-12
2002-12-17,1059495.2,-0.009168307,1.0,1110761.4,-0.046154022,2002-12
2002-12-18,1036636.5,-0.021575173,1.0,1110761.4,-0.06673342,2002-12
2002-12-19,1024419.25,-0.011785468,1.0,1110761.4,-0.077732384,2002-12
2002-12-20,1048289.0,0.023300769,1.0,1110761.4,-0.056242824,2002-12
2002-12-23,1051618.1,0.0031756954,1.0,1110761.4,-0.053245664,2002-12
2002-12-24,1046511.6,-0.0048558516,1.0,1110761.4,-0.05784297,2002-12
2002-12-26,1041092.3,-0.0051784515,1.0,1110761.4,-0.06272191,2002-12
2002-12-27,1017941.2,-0.02223737,0.9584591388702393,1110761.4,-0.08356446,2002-12
2002-12-30,1019747.8,0.001774768,1.0,1110761.4,-0.08193797,2002-12
2002-12-31,1018674.9,-0.0010521412,1.0,1110761.4,-0.08290392,2002-12
2003-01-02,1057177.1,0.037796393,0.7602832317352295,1110761.4,-0.04824102,2003-01
2003-01-03,1055849.5,-0.0012558781,1.0,1110761.4,-0.04943627,2003-01
2003-01-06,1090031.6,0.032373983,1.0,1110761.4,-0.018662632,2003-01
2003-01-07,1081895.5,-0.007464131,1.0,1110761.4,-0.025987446,2003-01
2003-01-08,1059593.6,-0.02061375,1.0,1110761.4,-0.04606545,2003-01
2003-01-09,1080761.1,0.019976955,1.0,1110761.4,-0.027008712,2003-01
2003-01-10,1086473.5,0.0052855015,1.0,1110761.4,-0.021865964,2003-01
2003-01-13,1076318.1,-0.009347062,1.0,1110761.4,-0.03100866,2003-01
2003-01-14,1086549.1,0.009505511,1.0,1110761.4,-0.021797895,2003-01
2003-01-15,1066970.0,-0.018019497,1.0,1110761.4,-0.039424658,2003-01
2003-01-16,1057674.9,-0.00871174,0.9325954914093018,1110761.4,-0.04779291,2003-01
2003-01-17,1035048.0,-0.021393042,1.0,1110761.4,-0.068163514,2003-01
2003-01-21,1017516.1,-0.01693819,0.6989607810974121,1110761.4,-0.08394712,2003-01
2003-01-22,1008599.0,-0.008763611,0.4,1110761.4,-0.09197509,2003-01
2003-01-23,1020334.94,0.011635933,0.4,1110761.4,-0.081409395,2003-01
2003-01-24,995409.5,-0.024428654,0.4,1110761.4,-0.10384935,2003-01
2003-01-27,979729.2,-0.015752595,0.4,1110761.4,-0.117966115,2003-01
2003-01-28,991351.7,0.011863025,0.4,1110761.4,-0.10750258,2003-01
2003-01-29,993708.9,0.0023776968,0.4,1110761.4,-0.105380416,2003-01
2003-01-30,985318.7,-0.008443292,0.4,1110761.4,-0.11293399,2003-01
2003-01-31,990573.56,0.0053331535,0.4,1110761.4,-0.10820311,2003-01
2003-02-03,992029.8,0.0014701486,0.4,1110761.4,-0.10689205,2003-02
2003-02-04,992392.25,0.0003653685,0.4,1110761.4,-0.10656577,2003-02
2003-02-05,987457.44,-0.004972661,0.4,1110761.4,-0.111008465,2003-02
2003-02-06,984744.3,-0.0027475785,0.4,1110761.4,-0.11345106,2003-02
2003-02-07,982133.3,-0.0026514232,0.4,1110761.4,-0.11580169,2003-02
2003-02-10,986115.44,0.004054546,0.4,1110761.4,-0.11221665,2003-02
2003-02-11,984144.94,-0.0019982217,0.4,1110761.4,-0.113990664,2003-02
2003-02-12,978679.9,-0.0055531263,0.4,1110761.4,-0.11891079,2003-02
2003-02-13,977620.44,-0.0010825694,0.4,1110761.4,-0.11986458,2003-02
2003-02-14,985841.1,0.008408862,0.4,1110761.4,-0.11246365,2003-02
2003-02-18,990970.56,0.005203176,0.4,1110761.4,-0.107845664,2003-02
2003-02-19,991189.56,0.00022096635,0.4,1110761.4,-0.10764849,2003-02
2003-02-20,990553.3,-0.0006418913,0.4,1110761.4,-0.10822129,2003-02
2003-02-21,1000389.75,0.0099302195,0.4,1110761.4,-0.09936571,2003-02
2003-02-24,1001057.8,0.00066775084,0.4,1110761.4,-0.0987643,2003-02
2003-02-25,1000799.8,-0.00025773945,0.4,1110761.4,-0.09899658,2003-02
2003-02-26,998513.8,-0.002284193,0.4,1110761.4,-0.10105461,2003-02
2003-02-27,996820.56,-0.0016957552,0.4,1110761.4,-0.102579,2003-02
2003-02-28,999638.25,0.0028266727,0.4,1110761.4,-0.10004228,2003-02
2003-03-03,1002392.44,0.0027551292,0.4,1110761.4,-0.09756273,2003-03
2003-03-04,999384.2,-0.0030010669,0.4,1110761.4,-0.100271046,2003-03
2003-03-05,1004923.75,0.0055430112,0.4,1110761.4,-0.095283866,2003-03
2003-03-06,1005399.8,0.00047377945,0.4,1110761.4,-0.09485525,2003-03
2003-03-07,1006854.44,0.0014468909,0.4,1110761.4,-0.093545675,2003-03
2003-03-10,998995.5,-0.007805422,0.4,1110761.4,-0.100620985,2003-03
2003-03-11,994834.0,-0.004165697,0.4,1110761.4,-0.104367495,2003-03
2003-03-12,989347.8,-0.005514705,0.4,1110761.4,-0.10930663,2003-03
2003-03-13,992927.2,0.0036179363,0.4,1110761.4,-0.10608417,2003-03
2003-03-14,992712.2,-0.00021652284,0.4,1110761.4,-0.106277704,2003-03
2003-03-17,1001066.44,0.008415544,0.4,1110761.4,-0.09875655,2003-03
2003-03-18,1007177.2,0.0061042067,0.4,1110761.4,-0.0932551,2003-03
2003-03-19,1006884.7,-0.00029042363,0.4,1110761.4,-0.093518436,2003-03
2003-03-20,1010233.6,0.0033260821,0.4,1110761.4,-0.090503454,2003-03
2003-03-21,1010859.6,0.0006196562,0.4,1110761.4,-0.08993989,2003-03
2003-03-24,990117.25,-0.02051954,0.45453110337257385,1110761.4,-0.10861391,2003-03
2003-03-25,1002589.75,0.01259691,0.4,1110761.4,-0.09738511,2003-03
2003-03-26,1000156.4,-0.0024270772,0.4,1110761.4,-0.09957582,2003-03
2003-03-27,1002192.3,0.0020355766,0.4,1110761.4,-0.097742915,2003-03
2003-03-28,1002211.7,1.926208e-05,0.4,1110761.4,-0.09772545,2003-03
2003-03-31,990416.8,-0.0117688235,0.4,1110761.4,-0.1083442,2003-03
2003-04-01,1000706.56,0.010389319,0.4,1110761.4,-0.0990805,2003-04
2003-04-02,1012800.44,0.012085341,0.4,1110761.4,-0.08819258,2003-04
2003-04-03,1009721.8,-0.0030397438,0.4,1110761.4,-0.09096426,2003-04
2003-04-04,1010669.8,0.0009388827,0.4,1110761.4,-0.09011078,2003-04
2003-04-07,1007928.4,-0.002712493,0.4,1110761.4,-0.09257883,2003-04
2003-04-08,1006718.25,-0.0012006225,0.4,1110761.4,-0.09366828,2003-04
2003-04-09,997570.9,-0.009086318,0.4,1110761.4,-0.1019035,2003-04
2003-04-10,1002733.9,0.0051755393,0.4,1110761.4,-0.09725535,2003-04
2003-04-11,998013.1,-0.0047078594,0.4,1110761.4,-0.1015054,2003-04
2003-04-14,1011287.5,0.013300823,0.4,1110761.4,-0.08955467,2003-04
2003-04-15,1009690.8,-0.0015788419,0.4,1110761.4,-0.09099215,2003-04
2003-04-16,995454.0,-0.014100203,0.4,1110761.4,-0.1038093,2003-04
2003-04-17,1008238.5,0.012842914,0.4,1110761.4,-0.09229964,2003-04
2003-04-21,1007756.25,-0.0004783073,0.4,1110761.4,-0.0927338,2003-04
2003-04-22,1023162.8,0.015287938,0.4,1110761.4,-0.0788635,2003-04
2003-04-23,1027301.0,0.004044556,0.7545236349105835,1110761.4,-0.07513797,2003-04
2003-04-24,1015742.2,-0.011251628,1.0,1110761.4,-0.08554417,2003-04
2003-04-25,1002591.94,-0.012946431,0.8279303908348083,1110761.4,-0.09738314,2003-04
2003-04-28,1022451.06,0.019807858,1.0,1110761.4,-0.07950431,2003-04
2003-04-29,1022203.44,-0.00024217565,1.0,1110761.4,-0.07972723,2003-04
2003-04-30,1027405.8,0.0050893994,1.0,1110761.4,-0.07504362,2003-04
2003-05-01,1019743.9,-0.007457561,1.0,1110761.4,-0.081941545,2003-05
2003-05-02,1048378.5,0.028080247,1.0,1110761.4,-0.056162238,2003-05
2003-05-05,1048503.5,0.00011922658,1.0,1110761.4,-0.056049705,2003-05
2003-05-06,1058072.5,0.009126252,1.0,1110761.4,-0.047434926,2003-05
2003-05-07,1049950.9,-0.007675856,1.0,1110761.4,-0.054746687,2003-05
2003-05-08,1035853.6,-0.013426608,1.0,1110761.4,-0.067438185,2003-05
2003-05-09,1054950.2,0.0184356,1.0,1110761.4,-0.05024582,2003-05
2003-05-12,1069902.8,0.014173582,1.0,1110761.4,-0.03678435,2003-05
2003-05-13,1069539.5,-0.00033947977,1.0,1110761.4,-0.037111342,2003-05
2003-05-14,1069167.4,-0.00034792168,1.0,1110761.4,-0.03744638,2003-05
2003-05-15,1084696.2,0.014524164,1.0,1110761.4,-0.023465991,2003-05
2003-05-16,1089165.4,0.0041200775,1.0,1110761.4,-0.019442499,2003-05
2003-05-19,1050266.2,-0.035714597,1.0,1110761.4,-0.05446273,2003-05
2003-05-20,1051185.6,0.00087534916,1.0,1110761.4,-0.05363506,2003-05
2003-05-21,1051666.2,0.00045720523,1.0,1110761.4,-0.05320233,2003-05
2003-05-22,1067907.0,0.015442822,1.0,1110761.4,-0.038581073,2003-05
2003-05-23,1086663.1,0.017563406,1.0,1110761.4,-0.021695256,2003-05
2003-05-27,1124038.2,0.034394424,1.0,1124038.2,0.0,2003-05
2003-05-28,1123568.8,-0.0004176495,1.0,1124038.2,-0.00041770935,2003-05
2003-05-29,1107196.0,-0.014572125,1.0,1124038.2,-0.014983714,2003-05
2003-05-30,1138457.8,0.02823504,1.0,1138457.8,0.0,2003-05
2003-06-02,1148931.6,0.0092000365,1.0,1148931.6,0.0,2003-06
2003-06-03,1159373.9,0.009088635,1.0,1159373.9,0.0,2003-06
2003-06-04,1186046.1,0.023005765,1.0,1186046.1,0.0,2003-06
2003-06-05,1182993.4,-0.0025738678,1.0,1186046.1,-0.0025739074,2003-06
2003-06-06,1177111.5,-0.0049720407,1.0,1186046.1,-0.007533133,2003-06
2003-06-09,1157069.2,-0.017026585,1.0,1186046.1,-0.024431467,2003-06
2003-06-10,1171930.4,0.012843768,1.0,1186046.1,-0.011901498,2003-06
2003-06-11,1202424.9,0.026020765,1.0,1202424.9,0.0,2003-06
2003-06-12,1203923.1,0.0012460155,1.0,1203923.1,0.0,2003-06
2003-06-13,1186035.5,-0.014857829,1.0,1203923.1,-0.014857769,2003-06
2003-06-16,1212523.9,0.022333523,1.0,1212523.9,0.0,2003-06
2003-06-17,1206694.2,-0.0048079095,1.0,1212523.9,-0.00480783,2003-06
2003-06-18,1200267.1,-0.005326291,1.0,1212523.9,-0.010108471,2003-06
2003-06-19,1186735.4,-0.01127398,1.0,1212523.9,-0.021268427,2003-06
2003-06-20,1186500.8,-0.0001977284,1.0,1212523.9,-0.021461964,2003-06
2003-06-23,1168227.4,-0.015401086,1.0,1212523.9,-0.03653246,2003-06
2003-06-24,1166403.6,-0.001561145,1.0,1212523.9,-0.038036585,2003-06
2003-06-25,1153319.5,-0.011217475,1.0,1212523.9,-0.04882741,2003-06
2003-06-26,1172170.1,0.016344707,1.0,1212523.9,-0.03328079,2003-06
2003-06-27,1157036.2,-0.012911023,1.0,1212523.9,-0.045762062,2003-06
2003-06-30,1156942.9,-8.070475e-05,1.0,1212523.9,-0.04583907,2003-06
2003-07-01,1165166.5,0.0071081123,1.0,1212523.9,-0.039056838,2003-07
2003-07-02,1181958.0,0.014411211,1.0,1212523.9,-0.025208473,2003-07
2003-07-03,1172731.1,-0.0078064012,1.0,1212523.9,-0.03281814,2003-07
2003-07-07,1198807.5,0.022235673,1.0,1212523.9,-0.011312246,2003-07
2003-07-08,1204473.2,0.0047262115,1.0,1212523.9,-0.00663954,2003-07
2003-07-09,1196094.6,-0.0069562597,1.0,1212523.9,-0.013549626,2003-07
2003-07-10,1168687.6,-0.022913717,1.0,1212523.9,-0.0361529,2003-07
2003-07-11,1185953.0,0.01477329,1.0,1212523.9,-0.021913707,2003-07
2003-07-14,1193179.5,0.0060933838,1.0,1212523.9,-0.015953839,2003-07
2003-07-15,1181433.8,-0.009844065,1.0,1212523.9,-0.025640845,2003-07
2003-07-16,1170711.6,-0.009075503,1.0,1212523.9,-0.03448367,2003-07
2003-07-17,1151271.1,-0.016605655,1.0,1212523.9,-0.050516725,2003-07
2003-07-18,1162003.4,0.009322008,1.0,1212523.9,-0.041665554,2003-07
2003-07-21,1141097.4,-0.017991325,1.0,1212523.9,-0.05890727,2003-07
2003-07-22,1157125.1,0.014045915,1.0,1212523.9,-0.045688808,2003-07
2003-07-23,1159737.0,0.002257248,1.0,1212523.9,-0.043534696,2003-07
2003-07-24,1154052.2,-0.004901747,1.0,1212523.9,-0.04822308,2003-07
2003-07-25,1183268.4,0.02531612,1.0,1212523.9,-0.024127781,2003-07
2003-07-28,1181471.0,-0.001518945,1.0,1212523.9,-0.02561009,2003-07
2003-07-29,1170622.0,-0.009182552,1.0,1212523.9,-0.03455758,2003-07
2003-07-30,1169689.4,-0.0007966958,1.0,1212523.9,-0.03532672,2003-07
2003-07-31,1174483.1,0.0040982566,1.0,1212523.9,-0.031373203,2003-07
2003-08-01,1154851.2,-0.016715309,1.0,1212523.9,-0.04756409,2003-08
2003-08-04,1160533.9,0.004920642,1.0,1212523.9,-0.042877495,2003-08
2003-08-05,1130805.6,-0.02561599,1.0,1212523.9,-0.06739515,2003-08
2003-08-06,1126213.0,-0.0040614107,0.8893377780914307,1212523.9,-0.07118285,2003-08
2003-08-07,1136714.4,0.009324591,1.0,1212523.9,-0.06252205,2003-08
2003-08-08,1144316.4,0.006687602,1.0,1212523.9,-0.05625248,2003-08
2003-08-11,1147691.2,0.0029492183,1.0,1212523.9,-0.05346918,2003-08
2003-08-12,1159057.6,0.009903709,1.0,1212523.9,-0.04409498,2003-08
2003-08-13,1148962.5,-0.008709788,1.0,1212523.9,-0.052420735,2003-08
2003-08-14,1163012.9,0.012228708,1.0,1212523.9,-0.040832996,2003-08
2003-08-15,1163992.0,0.0008418957,1.0,1212523.9,-0.040025473,2003-08
2003-08-18,1178021.4,0.012052814,1.0,1212523.9,-0.028455138,2003-08
2003-08-19,1189275.2,0.009553254,1.0,1212523.9,-0.019173741,2003-08
2003-08-20,1183160.0,-0.005142053,1.0,1212523.9,-0.024217129,2003-08
2003-08-21,1193907.0,0.009083232,1.0,1212523.9,-0.015353799,2003-08
2003-08-22,1175280.4,-0.015601417,1.0,1212523.9,-0.030715704,2003-08
2003-08-25,1168818.8,-0.005497952,1.0,1212523.9,-0.036044776,2003-08
2003-08-26,1174568.0,0.0049188137,1.0,1212523.9,-0.031303227,2003-08
2003-08-27,1176658.4,0.0017796359,1.0,1212523.9,-0.029579222,2003-08
2003-08-28,1188009.0,0.009646536,1.0,1212523.9,-0.020218074,2003-08
2003-08-29,1191540.4,0.0029725037,1.0,1212523.9,-0.017305613,2003-08
2003-09-02,1217666.4,0.021926286,1.0,1217666.4,0.0,2003-09
2003-09-03,1226267.1,0.00706323,1.0,1226267.1,0.0,2003-09
2003-09-04,1224366.9,-0.0015495818,1.0,1226267.1,-0.0015496016,2003-09
2003-09-05,1214258.4,-0.008256078,1.0,1226267.1,-0.009792924,2003-09
2003-09-08,1227192.9,0.010652145,1.0,1227192.9,0.0,2003-09
2003-09-09,1216834.0,-0.008441071,1.0,1227192.9,-0.008441091,2003-09
2003-09-10,1192391.2,-0.020087164,1.0,1227192.9,-0.028358698,2003-09
2003-09-11,1198890.6,0.0054506734,0.7290078401565552,1227192.9,-0.023062587,2003-09
2003-09-12,1204072.8,0.004322443,0.746674656867981,1227192.9,-0.018839836,2003-09
2003-09-15,1200963.6,-0.0025821095,0.9366894960403442,1227192.9,-0.021373391,2003-09
2003-09-16,1210295.8,0.0077705346,0.5307880640029907,1227192.9,-0.013768911,2003-09
2003-09-17,1204271.9,-0.0049771583,0.7278749942779541,1227192.9,-0.018677592,2003-09
2003-09-18,1213537.2,0.0076937233,0.7154563665390015,1227192.9,-0.0111275315,2003-09
2003-09-19,1214021.9,0.00039939082,1.0,1227192.9,-0.010732651,2003-09
2003-09-22,1194521.4,-0.016062658,1.0,1227192.9,-0.026622951,2003-09
2003-09-23,1199529.1,0.0041921935,1.0,1227192.9,-0.022542298,2003-09
2003-09-24,1171888.4,-0.023043059,1.0,1227192.9,-0.04506588,2003-09
2003-09-25,1159667.4,-0.010428509,1.0,1227192.9,-0.055024385,2003-09
2003-09-26,1155451.8,-0.0036352365,0.648853600025177,1227192.9,-0.05845952,2003-09
2003-09-29,1167698.1,0.010598755,0.7617924213409424,1227192.9,-0.048480332,2003-09
2003-09-30,1150637.8,-0.014610204,0.9376916885375977,1227192.9,-0.06238228,2003-09
2003-10-01,1164527.4,0.012071265,0.6151579022407532,1227192.9,-0.051064074,2003-10
2003-10-02,1167357.2,0.0024301102,0.7517699003219604,1227192.9,-0.04875815,2003-10
2003-10-03,1186753.5,0.016615469,0.9524885416030884,1227192.9,-0.032952726,2003-10
2003-10-06,1188593.2,0.0015501434,0.8236084580421448,1227192.9,-0.03145361,2003-10
2003-10-07,1193538.5,0.0041606347,0.8083824515342712,1227192.9,-0.027423859,2003-10
2003-10-08,1190352.8,-0.0026692243,0.9741250276565552,1227192.9,-0.03001982,2003-10
2003-10-09,1196195.8,0.0049086413,1.0,1227192.9,-0.025258541,2003-10
2003-10-10,1195969.1,-0.00018940377,1.0,1227192.9,-0.025443256,2003-10
2003-10-13,1203005.5,0.00588341,0.9953931570053101,1227192.9,-0.019709527,2003-10
2003-10-14,1206576.1,0.002968033,1.0,1227192.9,-0.016799927,2003-10
2003-10-15,1201075.2,-0.0045591197,1.0,1227192.9,-0.021282434,2003-10
2003-10-16,1208287.0,0.006004413,1.0,1227192.9,-0.015405774,2003-10
2003-10-17,1192384.2,-0.013161342,1.0,1227192.9,-0.02836442,2003-10
2003-10-20,1199466.0,0.005939106,1.0,1227192.9,-0.022593737,2003-10
2003-10-21,1203382.0,0.0032647848,1.0,1227192.9,-0.019402742,2003-10
2003-10-22,1180763.0,-0.018796206,1.0,1227192.9,-0.037834227,2003-10
2003-10-23,1178787.4,-0.0016731621,1.0,1227192.9,-0.03944409,2003-10
2003-10-24,1172404.8,-0.0054145386,0.8937714695930481,1227192.9,-0.04464507,2003-10
2003-10-27,1174282.8,0.0016018746,0.9476033449172974,1227192.9,-0.04311478,2003-10
2003-10-28,1183758.4,0.008069257,1.0,1227192.9,-0.035393357,2003-10
2003-10-29,1185784.4,0.0017115076,1.0,1227192.9,-0.033742428,2003-10
2003-10-30,1186313.0,0.00044578314,1.0,1227192.9,-0.033311725,2003-10
2003-10-31,1192100.0,0.0048781238,1.0,1227192.9,-0.028596044,2003-10
2003-11-03,1207944.2,0.013291041,1.0,1227192.9,-0.015685081,2003-11
2003-11-04,1199611.0,-0.0068987217,1.0,1227192.9,-0.0224756,2003-11
2003-11-05,1199095.0,-0.0004301865,1.0,1227192.9,-0.022896051,2003-11
2003-11-06,1206329.2,0.0060331034,1.0,1227192.9,-0.017001092,2003-11
2003-11-07,1198976.4,-0.006095211,1.0,1227192.9,-0.02299273,2003-11
2003-11-10,1183309.8,-0.01306665,1.0,1227192.9,-0.035758972,2003-11
2003-11-11,1178766.8,-0.0038392348,1.0,1227192.9,-0.039460897,2003-11
2003-11-12,1205903.9,0.02302154,1.0,1227192.9,-0.017347693,2003-11
2003-11-13,1201242.9,-0.003865103,1.0,1227192.9,-0.02114582,2003-11
2003-11-14,1184741.5,-0.013736944,1.0,1227192.9,-0.03459227,2003-11
2003-11-17,1171278.5,-0.011363666,1.0,1227192.9,-0.045562804,2003-11
2003-11-18,1152271.9,-0.016227249,0.9743914604187012,1227192.9,-0.061050713,2003-11
2003-11-19,1166270.8,0.012148925,0.8620784878730774,1227192.9,-0.049643457,2003-11
2003-11-20,1146279.1,-0.017141476,0.9495828151702881,1227192.9,-0.065934,2003-11
