theme,name,rank,industry,members_hash,n_members,snapshot_date,retrieved_at
cosmetics-personal-care,化粧品・パーソナルケア,73,消費者必需品,3487625949525925228,5,20260424,2026-04-24T02:43:29.153772
hotels-resorts,ホテル・リゾート,74,消費者一般,485532821793315092,5,20260424,2026-04-24T02:43:29.153772
thermal-coal,石炭：一般炭,75,素材,-4508767387492599508,2,20260424,2026-04-24T02:43:29.153772
agribusiness,アグリビジネス,76,消費者必需品,-881032790522983645,2,20260424,2026-04-24T02:43:29.153772
oil-supermajors-us,スーパーメジャー：米国,77,エネルギー,6703311761579729126,2,20260424,2026-04-24T02:43:29.153772
apple-intelligence,Appleインテリジェンス,78,テクノロジー,-7147290263277382348,6,20260424,2026-04-24T02:43:29.153772
offshore-drilling,海洋掘削サービス,79,エネルギー,6437555781428382299,3,20260424,2026-04-24T02:43:29.153772
auto-parts,自動車部品,80,消費者一般,-920368190912214778,6,20260424,2026-04-24T02:43:29.153772
natgas-infra,天然ガス：輸送・需要接続,81,エネルギー,1739449796763768470,3,20260424,2026-04-24T02:43:29.153772
airlines-legacy,旅客航空：メガキャリア,82,消費者一般,-568913336447648752,3,20260424,2026-04-24T02:43:29.153772
biotech-diversified,バイオテック：総合,83,ヘルスケア,-6878044251119151028,5,20260424,2026-04-24T02:43:29.153772
metal-specialty-packaging,金属・機能性パッケージ,84,素材,-457275344915683505,4,20260424,2026-04-24T02:43:29.153772
hospital-operators,病院運営,85,ヘルスケア,4491059877412984127,7,20260424,2026-04-24T02:43:29.153772
ai-semiconductor-core,AI半導体：コア銘柄,86,テクノロジー,-3950400570532115821,5,20260424,2026-04-24T02:43:29.153772
nuclear-traditional,原発機器（現行）,87,エネルギー,8990801193050562271,4,20260424,2026-04-24T02:43:29.153772
fast-food,ファーストフード,88,消費者一般,1162670600654524706,6,20260424,2026-04-24T02:43:29.153772
processed-foods,加工食品,89,消費者必需品,-8723527347467002782,5,20260424,2026-04-24T02:43:29.153772
dc-rack-connect,ラック内接続,90,テクノロジー,-7509832099811009083,3,20260424,2026-04-24T02:43:29.153772
oil-supermajors-non-us,スーパーメジャー：米国外,91,エネルギー,-3611210719051763655,4,20260424,2026-04-24T02:43:29.153772
home-exterior,住宅設備：外装,92,消費者一般,2286707696186064112,6,20260424,2026-04-24T02:43:29.153772
pharma,製薬大手,93,ヘルスケア,-3844831265557068780,11,20260424,2026-04-24T02:43:29.153772
memory-shortage,DRAM品薄,94,テクノロジー,-4218436720539559914,7,20260424,2026-04-24T02:43:29.153772
life-insurance,生命保険,95,金融,-1816834670826485058,6,20260424,2026-04-24T02:43:29.153772
refrigerant,次世代冷媒,96,テクノロジー,-6186574983044650167,2,20260424,2026-04-24T02:43:29.153772
outdoor-products,アウトドア製品,97,消費者一般,-7183039949318606682,3,20260424,2026-04-24T02:43:29.153772
natural-gas-production,天然ガス：生産,98,エネルギー,1758292606342875513,5,20260424,2026-04-24T02:43:29.153772
refinary,石油精製,99,エネルギー,-5838142093414995597,7,20260424,2026-04-24T02:43:29.153772
alcoholic-beverages,アルコール飲料,100,消費者必需品,5860139208612275073,5,20260424,2026-04-24T02:43:29.153772
housing-infrastructure,建築塗料,101,素材,6208505838604389704,2,20260424,2026-04-24T02:43:29.153772
data-storage,データストレージ,102,テクノロジー,-8071282773968830859,4,20260424,2026-04-24T02:43:29.153772
food-wholesale,食品卸売,103,消費者必需品,-3448429704537271221,3,20260424,2026-04-24T02:43:29.153772
dollar-store,ドルストア,104,消費者必需品,5915376276908151852,2,20260424,2026-04-24T02:43:29.153772
autonomous,自動運転,105,テクノロジー,-711208681590173647,5,20260424,2026-04-24T02:43:29.153772
analog-semi-comm,アナログ半導体：通信,106,テクノロジー,-5932747773455243046,2,20260424,2026-04-24T02:43:29.153772
mortgage-origination,住宅ローン組成,107,金融,-7945519987179720474,3,20260424,2026-04-24T02:43:29.153772
defence-maintenance,防衛：保守部品・MRO,108,資本財,-3656783763436610926,5,20260424,2026-04-24T02:43:29.153772
luxury,ラグジュアリー,109,消費者一般,5950227780888479848,2,20260424,2026-04-24T02:43:29.153772
defence-general,防衛：統合,110,資本財,2356335904874819115,7,20260424,2026-04-24T02:43:29.153772
infra-measure,インフラ計測,111,資本財,2867033178591710314,3,20260424,2026-04-24T02:43:29.153772
defence-comm,防衛：電子・情報通信,112,資本財,-8457643262484101148,8,20260424,2026-04-24T02:43:29.153772
industrial-batteries,産業用電池,113,エネルギー,2103937959800998408,3,20260424,2026-04-24T02:43:29.153772
biotech-specialized,バイオテック：特化,114,ヘルスケア,4771571335996760747,3,20260424,2026-04-24T02:43:29.153772
video-streaming,動画配信サービス,115,消費者一般,7289124346684101224,3,20260424,2026-04-24T02:43:29.153772
home-distribution,住宅設備：流通,116,消費者一般,-1160392771537969930,5,20260424,2026-04-24T02:43:29.153772
megabanks,メガバンク,117,金融,8416714110686940930,4,20260424,2026-04-24T02:43:29.153772
dc-optical-semi,光接続：スイッチ,118,テクノロジー,6525158372335281709,6,20260424,2026-04-24T02:43:29.153772
dc-optical-device,光接続：インフラ,119,テクノロジー,-852043951033976589,9,20260424,2026-04-24T02:43:29.153772
dc-optical-ems,光接続：トランシーバ,120,テクノロジー,-6440503850200392934,5,20260424,2026-04-24T02:43:29.153772
storage-solutions,ストレージ ソリュション,121,テクノロジー,-3809755386256926626,2,20260424,2026-04-24T02:43:29.153772
auto-maintenance,自動車メンテナンス,122,消費者一般,7833446407671037057,3,20260424,2026-04-24T02:43:29.153772
discount-apparel,ディスカウント衣料,123,消費者一般,4494012045948508490,4,20260424,2026-04-24T02:43:29.153772
semi-equip-front,半導体製造装置：前工程,124,テクノロジー,-4099777316357631221,5,20260424,2026-04-24T02:43:29.153772
foundry,半導体受託製造,125,テクノロジー,-4300995623744229693,8,20260424,2026-04-24T02:43:29.153772
infrastructure-consulting,インフラ設計,126,資本財,-4864187064622848210,4,20260424,2026-04-24T02:43:29.153772
insurance-brokerage,保険仲介,127,金融,-9105759234445364117,6,20260424,2026-04-24T02:43:29.153772
semi-consumables,半導体：材料・消耗品,128,テクノロジー,374441297841352440,6,20260424,2026-04-24T02:43:29.153772
cdn,CDN,129,テクノロジー,-705386352938365631,3,20260424,2026-04-24T02:43:29.153772
china-ai,中国AI,130,テクノロジー,1307667762517487842,5,20260424,2026-04-24T02:43:29.153772
payment-infrastructure,決済インフラ,131,金融,-7605208182453373651,2,20260424,2026-04-24T02:43:29.153772
investment-banking,投資銀行,132,金融,-5446356409144544108,6,20260424,2026-04-24T02:43:29.153772
commodity-chemicals,化学：汎用,133,素材,-4023194045895495005,2,20260424,2026-04-24T02:43:29.153772
cruise-lines,クルーズ船,134,消費者一般,3901582420931273871,4,20260424,2026-04-24T02:43:29.153772
cafe,カフェ,135,消費者一般,-2016099968325547181,2,20260424,2026-04-24T02:43:29.153772
mass-market-vehicles,大衆車,136,消費者一般,-3030672511304796064,3,20260424,2026-04-24T02:43:29.153772
satellite-communications,宇宙：衛星通信,137,資本財,-8389358678327511912,5,20260424,2026-04-24T02:43:29.153772
diversified-resources,多角化資源,138,素材,2744122907354642612,3,20260424,2026-04-24T02:43:29.153772
insurance-dx,保険DX,139,金融,3305809755816571874,3,20260424,2026-04-24T02:43:29.153772
used-car-sales,中古車販売,140,消費者一般,3346566660453481960,4,20260424,2026-04-24T02:43:29.153772
airlines-lcc,旅客航空：LCC,141,消費者一般,-5345131470111529391,2,20260424,2026-04-24T02:43:29.153772
government-dx,行政DX,142,テクノロジー,7439551457171866616,3,20260424,2026-04-24T02:43:29.153772
defence-service,防衛：サービス,143,資本財,-272402892082731814,9,20260424,2026-04-24T02:43:29.153772
gold-mining,金鉱山,144,素材,-8832814626533234280,14,20260424,2026-04-24T02:43:29.153772
steel,鉄,145,素材,6004478457184084519,5,20260424,2026-04-24T02:43:29.153772
rideshare,ライドシェア,146,消費者一般,-2961449354554588973,2,20260424,2026-04-24T02:43:29.153772
delivery,宅配デリバリー,147,消費者一般,-3108012546453590674,3,20260424,2026-04-24T02:43:29.153772
lifescience-consumables,生命科学：消耗品,148,ヘルスケア,5515704693530361642,3,20260424,2026-04-24T02:43:29.153772
humanoid-brain,人型ロボ：脳,149,テクノロジー,8448118210132343895,3,20260424,2026-04-24T02:43:29.153772
robotics-logistics,ロボ：物流/サービス,150,テクノロジー,137646492447872515,6,20260424,2026-04-24T02:43:29.153772
openai-related,OpenAI関連,151,テクノロジー,6348312158253319656,5,20260424,2026-04-24T02:43:29.153772
high-pe,高PER,152,その他,7618749595902404827,5,20260424,2026-04-24T02:43:29.153772
lifestyle-furniture,ライフスタイル・家具,153,消費者一般,4133062144250104573,4,20260424,2026-04-24T02:43:29.153772
battery-storage,電力貯蔵,154,エネルギー,-1040949290040110500,4,20260424,2026-04-24T02:43:29.153772
biotech-genomics,バイオテック：ゲノム,155,ヘルスケア,-1572532057948011384,6,20260424,2026-04-24T02:43:29.153772
consumer-lending,消費者レンディング,156,金融,-9062089127952652577,10,20260424,2026-04-24T02:43:29.153772
fast-casual,高品質ファーストフード,157,消費者一般,-1932838701114318817,2,20260424,2026-04-24T02:43:29.153772
hyperscalers,ハイパースケーラー,158,テクノロジー,-5961603057765088320,5,20260424,2026-04-24T02:43:29.153772
ota,オンライン旅行予約,159,消費者一般,7820154614519463647,4,20260424,2026-04-24T02:43:29.153772
silver-mining,銀鉱山,160,素材,2562355738812591847,5,20260424,2026-04-24T02:43:29.153772
re-tech,不動産テック,161,不動産,5101322931348027027,2,20260424,2026-04-24T02:43:29.153772
humanoid-eyes,人型ロボ：目,162,テクノロジー,4979107934092437812,3,20260424,2026-04-24T02:43:29.153772
uranium,ウラン,163,エネルギー,-2517846807935592868,11,20260424,2026-04-24T02:43:29.153772
lithium,リチウム,164,素材,1827150589930781714,10,20260424,2026-04-24T02:43:29.153772
activewear,アクティブウェア,165,消費者一般,5821472753140189563,6,20260424,2026-04-24T02:43:29.153772
coking-coal,石炭：原料炭中心,166,素材,-2718897892926333717,6,20260424,2026-04-24T02:43:29.153772
chinese-ev,中国EV,167,消費者一般,5843042052461607877,3,20260424,2026-04-24T02:43:29.153772
american-casual,アメカジ,168,消費者一般,-6241431166582719193,6,20260424,2026-04-24T02:43:29.153772
graphite,グラファイト,169,素材,-5072067900479067841,4,20260424,2026-04-24T02:43:29.153772
re-service,不動産サービス,170,不動産,-8458535061501217559,2,20260424,2026-04-24T02:43:29.153772
smart-glass,スマートグラス,171,テクノロジー,7036487412001553078,6,20260424,2026-04-24T02:43:29.153772
re-pf,不動産検索PF,172,不動産,3739924194534273706,2,20260424,2026-04-24T02:43:29.153772
crypto,暗号資産・ブロックチェン,173,金融,-2786039336370569885,8,20260424,2026-04-24T02:43:29.153772
advertising-platforms,ネットメディア,174,通信,7424521267904856229,6,20260424,2026-04-24T02:43:29.153772
nextgen-batteries,次世代セル,175,エネルギー,5361877790114239274,5,20260424,2026-04-24T02:43:29.153772
server-brand,AIサーバ：自社ブランド,176,テクノロジー,-4182928109724332606,3,20260424,2026-04-24T02:43:29.153772
cybersecurity-cloud,サイバー：クラウド,177,テクノロジー,-5866763235814819291,2,20260424,2026-04-24T02:43:29.153772
ai-pharma,AI創薬,178,ヘルスケア,-3487757755320280641,7,20260424,2026-04-24T02:43:29.153772
eVTOL,eVTOL,179,テクノロジー,-8376319338070051395,5,20260424,2026-04-24T02:43:29.153772
cybersecurity-other,サイバー：ID/監視/診断,180,テクノロジー,2904406193691443014,4,20260424,2026-04-24T02:43:29.153772
payment-tech,決済テック,181,金融,350611665569107728,4,20260424,2026-04-24T02:43:29.153772
earth-observation,宇宙：地球観測,182,資本財,-8093342701326669949,4,20260424,2026-04-24T02:43:29.153772
pe-private-credit,PE・プライベトクレジト,183,金融,3267732766085956817,7,20260424,2026-04-24T02:43:29.153772
consulting,コンサル,184,テクノロジー,-6896945934130500680,4,20260424,2026-04-24T02:43:29.153772
cybersecurity-end,サイバー：端末保護,185,テクノロジー,7313545177392943213,2,20260424,2026-04-24T02:43:29.153772
nextgen-bank,次世代銀行,186,金融,-5560272279564468632,2,20260424,2026-04-24T02:43:29.153772
semiconductor-design,半導体設計ソフト,187,テクノロジー,-2970949479706868603,2,20260424,2026-04-24T02:43:29.153772
alminium,アルミ,188,素材,3754186745247041655,2,20260424,2026-04-24T02:43:29.153772
soft-vertical,ソフト：業界特化,189,テクノロジー,2651255192224101680,9,20260424,2026-04-24T02:43:29.153772
copper-mining,銅鉱山,190,素材,8201981850270363712,8,20260424,2026-04-24T02:43:29.153772
cybersecurity-gen,サイバー：統合,191,テクノロジー,3599707835260269286,3,20260424,2026-04-24T02:43:29.153772
ad-tech,広告テック,192,通信,-3193450846333635234,6,20260424,2026-04-24T02:43:29.153772
ai-infrastructure-software,ソフト：AI利用基盤,193,テクノロジー,-2236119871018843214,4,20260424,2026-04-24T02:43:29.153772
drones,軍用ドローン,194,資本財,-3797766045638806484,7,20260424,2026-04-24T02:43:29.153772
soft-comm,ソフト：コミュニケション,195,テクノロジー,-5793563017742393019,3,20260424,2026-04-24T02:43:29.153772
lifescience-diagnose,生命科学：精密分析,196,ヘルスケア,5913688990281387107,7,20260424,2026-04-24T02:43:29.153772
lifescience-pf,生命科学：総合,197,ヘルスケア,-5888693429864361347,3,20260424,2026-04-24T02:43:29.153772
bnpl,BNPL,198,金融,8478873601943355253,3,20260424,2026-04-24T02:43:29.153772
cybersecurity-data,サイバー：データ保護,199,テクノロジー,5144545275502649712,2,20260424,2026-04-24T02:43:29.153772
soft-back-office,ソフト：バックオフィス,200,テクノロジー,-5281435280594294277,3,20260424,2026-04-24T02:43:29.153772
rare-earth,レアアース,201,素材,-7691299831143744671,12,20260424,2026-04-24T02:43:29.153772
soft-marketing,ソフト：マーケ・販売,202,テクノロジー,2626121506578407192,6,20260424,2026-04-24T02:43:29.153772
soft-productivity,ソフト：生産性・開発,203,テクノロジー,629785151365485360,4,20260424,2026-04-24T02:43:29.153772
quantum-computing,量子コンピュータ,204,テクノロジー,1258622169793304734,4,20260424,2026-04-24T02:43:29.153772
soft-enterprise,ソフト：エンタープライズ,205,テクノロジー,4378734837772164205,4,20260424,2026-04-24T02:43:29.153772
space-infrastructure,宇宙：インフラ,206,資本財,8365005112494308134,4,20260424,2026-04-24T02:43:29.153772
lifescience-service,生命科学：創薬受託,207,ヘルスケア,3679451848288931190,4,20260424,2026-04-24T02:43:29.153772
live-entertainment,ライブエンタメ,208,消費者一般,-5271347370753420881,3,20260424,2026-04-24T02:43:29.153772
