theme,name,rank,industry,members_hash,n_members,snapshot_date,retrieved_at
oil-supermajors-us,スーパーメジャー：米国,120,エネルギー,-8104437348343150147,2,20260420,2026-04-20T22:36:43.611033
defence-maintenance,防衛：保守部品・MRO,121,資本財,-1283908824754724707,5,20260420,2026-04-20T22:36:43.611033
biotech-genomics,バイオテック：ゲノム,122,ヘルスケア,-4819053871291917524,6,20260420,2026-04-20T22:36:43.611033
re-tech,不動産テック,123,不動産,3016646357400217140,2,20260420,2026-04-20T22:36:43.611033
defence-comm,防衛：電子・情報通信,124,資本財,4718486192579268280,8,20260420,2026-04-20T22:36:43.611033
health-insurance-services,医療保険＋診療,125,ヘルスケア,-7089195440752063707,6,20260420,2026-04-20T22:36:43.611033
diversified-industrials,機械：多角化,126,資本財,7281069825952070253,7,20260420,2026-04-20T22:36:43.611033
memory-shortage,DRAM品薄,127,テクノロジー,-5969021303037659422,7,20260420,2026-04-20T22:36:43.611033
outdoor-products,アウトドア製品,128,消費者一般,-280928632568041200,3,20260420,2026-04-20T22:36:43.611033
life-insurance,生命保険,129,金融,3225719309154179884,6,20260420,2026-04-20T22:36:43.611033
lifescience-service,生命科学：創薬受託,130,ヘルスケア,1719474588754374975,4,20260420,2026-04-20T22:36:43.611033
industrial-distribution,産業資材流通,131,資本財,716258555749842690,4,20260420,2026-04-20T22:36:43.611033
corrugated-paper-packaging,製紙・段ボール,132,素材,-2204182016369676520,5,20260420,2026-04-20T22:36:43.611033
facility-sanitation,施設衛生管理,133,資本財,8627690020970048029,3,20260420,2026-04-20T22:36:43.611033
lifescience-pf,生命科学：総合,134,ヘルスケア,8248714223963452387,3,20260420,2026-04-20T22:36:43.611033
content-studios,コンテンツ・スタジオ,135,消費者一般,3630830697969279653,4,20260420,2026-04-20T22:36:43.611033
alminium,アルミ,136,素材,-8131211255179965177,2,20260420,2026-04-20T22:36:43.611033
reit,REIT,137,不動産,1366089818292233010,10,20260420,2026-04-20T22:36:43.611033
mass-market-vehicles,大衆車,138,消費者一般,-8602314045879859692,3,20260420,2026-04-20T22:36:43.611033
solar-energy-storage,太陽光発電,139,テクノロジー,1599616549863198944,5,20260420,2026-04-20T22:36:43.611033
semi-component,半導体製造装置：部品,140,テクノロジー,-4119197507914006709,4,20260420,2026-04-20T22:36:43.611033
natgas-exprot,天然ガス：輸出,141,エネルギー,8748058892694404214,3,20260420,2026-04-20T22:36:43.611033
natgas-infra,天然ガス：輸送・需要接続,142,エネルギー,1829087367871697929,3,20260420,2026-04-20T22:36:43.611033
cpu,CPU,143,テクノロジー,-1943061362435634857,3,20260420,2026-04-20T22:36:43.611033
investment-banking,投資銀行,144,金融,6909180720566729766,6,20260420,2026-04-20T22:36:43.611033
rail-manufacturing,鉄道製造・リース,145,資本財,7276688180038482935,7,20260420,2026-04-20T22:36:43.611033
property-casualty-insurance,損害保険,146,金融,1702901382430573602,6,20260420,2026-04-20T22:36:43.611033
battery-storage,電力貯蔵,147,エネルギー,-7213948003114417207,4,20260420,2026-04-20T22:36:43.611033
dining,カジュアルダイニング,148,消費者一般,428090397524565681,2,20260420,2026-04-20T22:36:43.611033
china-ai,中国AI,149,テクノロジー,5572083239276938710,5,20260420,2026-04-20T22:36:43.611033
housing-infrastructure,建築塗料,150,素材,42018562225363211,2,20260420,2026-04-20T22:36:43.611033
humanoid-brain,人型ロボ：脳,151,テクノロジー,4611891401055425846,3,20260420,2026-04-20T22:36:43.611033
capital-equipment-leasing,資本財リース,152,資本財,-6556748332144632375,5,20260420,2026-04-20T22:36:43.611033
confectionery,菓子,153,消費者必需品,-3348127651802997529,3,20260420,2026-04-20T22:36:43.611033
nuclear-nextgen,原発機器（次世代）,154,エネルギー,-5770809219331599256,4,20260420,2026-04-20T22:36:43.611033
biotech-diversified,バイオテック：総合,155,ヘルスケア,-1223513433344277051,5,20260420,2026-04-20T22:36:43.611033
satellite-communications,宇宙：衛星通信,156,資本財,-1738452467431612756,5,20260420,2026-04-20T22:36:43.611033
discount-apparel,ディスカウント衣料,157,消費者一般,2944545019768541746,4,20260420,2026-04-20T22:36:43.611033
natgas-upstream,天然ガス：収集・加工,158,エネルギー,8051931603788700542,3,20260420,2026-04-20T22:36:43.611033
mobile-telecom,モバイル通信,159,通信,-8921090803565959503,3,20260420,2026-04-20T22:36:43.611033
luxury,ラグジュアリー,160,消費者一般,5195251500782474186,2,20260420,2026-04-20T22:36:43.611033
semi-fab-infra,半導体工場インフラ,161,テクノロジー,2037759905272435351,5,20260420,2026-04-20T22:36:43.611033
diversified-resources,多角化資源,162,素材,-5307992552648080217,3,20260420,2026-04-20T22:36:43.611033
alcoholic-beverages,アルコール飲料,163,消費者必需品,-2464402160135427272,5,20260420,2026-04-20T22:36:43.611033
openai-related,OpenAI関連,164,テクノロジー,-8867183268581323742,5,20260420,2026-04-20T22:36:43.611033
copper-mining,銅鉱山,165,素材,-6907593882796642246,8,20260420,2026-04-20T22:36:43.611033
gas-utilities,ガス小売,166,公益,827411157835757258,11,20260420,2026-04-20T22:36:43.611033
natural-gas-production,天然ガス：生産,167,エネルギー,4504676279979644619,5,20260420,2026-04-20T22:36:43.611033
auto-maintenance,自動車メンテナンス,168,消費者一般,1028508273885238965,3,20260420,2026-04-20T22:36:43.611033
live-entertainment,ライブエンタメ,169,消費者一般,-1654866652108673145,3,20260420,2026-04-20T22:36:43.611033
defence-service,防衛：サービス,170,資本財,-8811282510314462743,9,20260420,2026-04-20T22:36:43.611033
nuclear-traditional,原発機器（現行）,171,エネルギー,847989619273793813,4,20260420,2026-04-20T22:36:43.611033
defence-general,防衛：統合,172,資本財,6515081776357634991,7,20260420,2026-04-20T22:36:43.611033
processed-foods,加工食品,173,消費者必需品,7258244804930282470,5,20260420,2026-04-20T22:36:43.611033
offshore-drilling,海洋掘削サービス,174,エネルギー,-3134511771715342256,3,20260420,2026-04-20T22:36:43.611033
pharma-distribution,医薬品卸,175,ヘルスケア,140795240129104250,4,20260420,2026-04-20T22:36:43.611033
chinese-ev,中国EV,176,消費者一般,-1252210840672951584,3,20260420,2026-04-20T22:36:43.611033
multi-utilities,電気・ガス小売,177,公益,-3911488394344416163,12,20260420,2026-04-20T22:36:43.611033
food-wholesale,食品卸売,178,消費者必需品,-5220404370222228913,3,20260420,2026-04-20T22:36:43.611033
dividend,高配当,179,その他,3857638545250463139,9,20260420,2026-04-20T22:36:43.611033
data-storage,データストレージ,180,テクノロジー,-3961748780935278020,4,20260420,2026-04-20T22:36:43.611033
metal-specialty-packaging,金属・機能性パッケージ,181,素材,-5715737509003856580,4,20260420,2026-04-20T22:36:43.611033
robotics-industrial,ロボ：産業/医療,182,テクノロジー,-5001006619672075609,3,20260420,2026-04-20T22:36:43.611033
hyperscalers,ハイパースケーラー,183,テクノロジー,-2830458032542974304,5,20260420,2026-04-20T22:36:43.611033
beverages-diversified,総合飲料,184,消費者必需品,-1111316527989996929,5,20260420,2026-04-20T22:36:43.611033
payment-infrastructure,決済インフラ,185,金融,-6087898120514819928,2,20260420,2026-04-20T22:36:43.611033
lifescience-diagnose,生命科学：精密分析,186,ヘルスケア,-8874248420112486545,7,20260420,2026-04-20T22:36:43.611033
infra-measure,インフラ計測,187,資本財,1483930714842500152,3,20260420,2026-04-20T22:36:43.611033
consulting,コンサル,188,テクノロジー,8412357577343920021,4,20260420,2026-04-20T22:36:43.611033
biotech-specialized,バイオテック：特化,189,ヘルスケア,-2632802401954916821,3,20260420,2026-04-20T22:36:43.611033
hospital-operators,病院運営,190,ヘルスケア,-6024033236636637060,7,20260420,2026-04-20T22:36:43.611033
pharma,製薬大手,191,ヘルスケア,-3545919835713496888,11,20260420,2026-04-20T22:36:43.611033
defence-engine,防衛：推進システム,192,資本財,-3891613680532963839,3,20260420,2026-04-20T22:36:43.611033
cruise-lines,クルーズ船,193,消費者一般,4162685345408173298,4,20260420,2026-04-20T22:36:43.611033
video-streaming,動画配信サービス,194,消費者一般,641397004828019329,3,20260420,2026-04-20T22:36:43.611033
silver-mining,銀鉱山,195,素材,6801908160772710507,5,20260420,2026-04-20T22:36:43.611033
drilling-services,掘削サービス,196,エネルギー,3443320059573187473,4,20260420,2026-04-20T22:36:43.611033
eVTOL,eVTOL,197,テクノロジー,-4302050709783247338,5,20260420,2026-04-20T22:36:43.611033
consumer-staples,日用品,198,消費者必需品,7573038123637468956,9,20260420,2026-04-20T22:36:43.611033
power-supply-regulated,電力：規制事業者,199,公益,4735142547907414373,8,20260420,2026-04-20T22:36:43.611033
rideshare,ライドシェア,200,消費者一般,-8593855833691444948,2,20260420,2026-04-20T22:36:43.611033
power-supply-IPP,電力：IPP,201,公益,-7231373354062551084,7,20260420,2026-04-20T22:36:43.611033
gold-mining,金鉱山,202,素材,-2143452513758394970,14,20260420,2026-04-20T22:36:43.611033
toys,おもちゃ,203,消費者一般,8306085912855752179,2,20260420,2026-04-20T22:36:43.611033
meat-products,食肉,204,消費者必需品,172703367873577081,2,20260420,2026-04-20T22:36:43.611033
thermal-coal,石炭：一般炭,205,素材,-5574061821189057391,2,20260420,2026-04-20T22:36:43.611033
airlines-legacy,旅客航空：メガキャリア,206,消費者一般,8905990956027358926,3,20260420,2026-04-20T22:36:43.611033
airlines-lcc,旅客航空：LCC,207,消費者一般,1040531219935914376,2,20260420,2026-04-20T22:36:43.611033
earth-observation,宇宙：地球観測,208,資本財,-7818282799694993168,4,20260420,2026-04-20T22:36:43.611033
