theme,name,rank,industry,members_hash,n_members,snapshot_date,retrieved_at
foundry,半導体受託製造,61,テクノロジー,-3713542026213418161,8,20260414,2026-04-14T00:15:50.282456
analog-semi-generic,アナログ半導体：汎用,62,テクノロジー,5662938011153895149,3,20260414,2026-04-14T00:15:50.282456
gas-fracking,天然ガス掘削：米,63,エネルギー,3567544677359371212,5,20260414,2026-04-14T00:15:50.282456
lifescience-consumables,生命科学：消耗品,64,ヘルスケア,6113931803613524742,3,20260414,2026-04-14T00:15:50.282456
defence-service,防衛：サービス,65,資本財,5474497579442670714,9,20260414,2026-04-14T00:15:50.282456
lifescience-service,生命科学：創薬受託,66,ヘルスケア,7709599448673752380,4,20260414,2026-04-14T00:15:50.282456
infrastructure-consulting,インフラ設計,67,資本財,-1499335001030693772,4,20260414,2026-04-14T00:15:50.282456
government-dx,行政DX,68,テクノロジー,438454223806426369,3,20260414,2026-04-14T00:15:50.282456
dc-optical-ems,光接続：トランシーバ,69,テクノロジー,6240234960187571209,5,20260414,2026-04-14T00:15:50.282456
semi-component,半導体製造装置：部品,70,テクノロジー,-5922964111683451348,4,20260414,2026-04-14T00:15:50.282456
china-ai,中国AI,71,テクノロジー,1973148097019610132,5,20260414,2026-04-14T00:15:50.282456
mortgage-origination,住宅ローン組成,72,金融,-4184990954979243235,3,20260414,2026-04-14T00:15:50.282456
high-pe,高PER,73,その他,4399028044850803748,5,20260414,2026-04-14T00:15:50.282456
apple-intelligence,Appleインテリジェンス,74,テクノロジー,-8791935914632608813,6,20260414,2026-04-14T00:15:50.282456
semi-consumables,半導体：材料・消耗品,75,テクノロジー,-4506376820595002454,6,20260414,2026-04-14T00:15:50.282456
cable-tv,ケーブルTV,76,通信,4362007016573271318,2,20260414,2026-04-14T00:15:50.282456
dc-optical-semi,光接続：スイッチ,77,テクノロジー,88275557169578471,6,20260414,2026-04-14T00:15:50.282456
semi-iot-ai,IOT×エッジAI,78,テクノロジー,1723893533314105952,6,20260414,2026-04-14T00:15:50.282456
auto-maintenance,自動車メンテナンス,79,消費者一般,8138397047963371757,3,20260414,2026-04-14T00:15:50.282456
hvac,空調,80,資本財,9179046268884504289,3,20260414,2026-04-14T00:15:50.282456
infra-contractors,電気工事・施工,81,資本財,-6426443135967037755,5,20260414,2026-04-14T00:15:50.282456
diversified-resources,多角化資源,82,素材,-950716895006784015,3,20260414,2026-04-14T00:15:50.282456
investment-banking,投資銀行,83,金融,-7381792920241440393,6,20260414,2026-04-14T00:15:50.282456
steel,鉄,84,素材,-7125415777246694119,5,20260414,2026-04-14T00:15:50.282456
payment-infrastructure,決済インフラ,85,金融,7426414217473689291,2,20260414,2026-04-14T00:15:50.282456
robotics-industrial,ロボ：産業/医療,86,テクノロジー,7895618827511158550,3,20260414,2026-04-14T00:15:50.282456
copper-mining,銅鉱山,87,素材,4636537039931531547,8,20260414,2026-04-14T00:15:50.282456
defence-engine,防衛：推進システム,88,資本財,-334790299334033392,3,20260414,2026-04-14T00:15:50.282456
fast-casual,高品質ファーストフード,89,消費者一般,6412642196368551326,2,20260414,2026-04-14T00:15:50.282456
life-insurance,生命保険,90,金融,7493919445550755323,6,20260414,2026-04-14T00:15:50.282456
defence-comm,防衛：電子・情報通信,91,資本財,-3446439605484573504,8,20260414,2026-04-14T00:15:50.282456
capital-equipment-leasing,資本財リース,92,資本財,5987716034309359800,5,20260414,2026-04-14T00:15:50.282456
home-exterior,住宅設備：外装,93,消費者一般,3370741815604729475,6,20260414,2026-04-14T00:15:50.282456
content-studios,コンテンツ・スタジオ,94,消費者一般,-8780617086987905360,4,20260414,2026-04-14T00:15:50.282456
graphite,グラファイト,95,素材,6609488834073920590,4,20260414,2026-04-14T00:15:50.282456
nextgen-batteries,次世代セル,96,エネルギー,-174687618344465162,5,20260414,2026-04-14T00:15:50.282456
lifestyle-furniture,ライフスタイル・家具,97,消費者一般,1811416210004129171,4,20260414,2026-04-14T00:15:50.282456
re-pf,不動産検索PF,98,不動産,-5299495057380792948,2,20260414,2026-04-14T00:15:50.282456
property-casualty-insurance,損害保険,99,金融,3265715696661981458,6,20260414,2026-04-14T00:15:50.282456
analog-semi-sensor,アナログ半導体：センサ,100,テクノロジー,3654674774320924007,4,20260414,2026-04-14T00:15:50.282456
offshore-drilling,海洋掘削サービス,101,エネルギー,7322066702442644691,3,20260414,2026-04-14T00:15:50.282456
defence-maintenance,防衛：保守部品・MRO,102,資本財,-4265171020710302965,5,20260414,2026-04-14T00:15:50.282456
eVTOL,eVTOL,103,テクノロジー,-452858469691251810,5,20260414,2026-04-14T00:15:50.282456
industrial-batteries,産業用電池,104,エネルギー,-2542431548430520521,3,20260414,2026-04-14T00:15:50.282456
live-entertainment,ライブエンタメ,105,消費者一般,-2049248618811741854,3,20260414,2026-04-14T00:15:50.282456
megabanks,メガバンク,106,金融,-794059599066243719,4,20260414,2026-04-14T00:15:50.282456
humanoid-bones,人型ロボ：筋骨・神経,107,テクノロジー,-3253888844085937626,6,20260414,2026-04-14T00:15:50.282456
ai-semiconductor-core,AI半導体：コア銘柄,108,テクノロジー,1623139373743557455,5,20260414,2026-04-14T00:15:50.282456
infra-measure,インフラ計測,109,資本財,-768308003701338705,3,20260414,2026-04-14T00:15:50.282456
housing-equipment-trading,住設専門商社,110,消費者一般,-8164416945810118689,5,20260414,2026-04-14T00:15:50.282456
health-insurance-services,医療保険＋診療,111,ヘルスケア,-1525163219126765665,6,20260414,2026-04-14T00:15:50.282456
humanoid-brain,人型ロボ：脳,112,テクノロジー,2232732771990061442,3,20260414,2026-04-14T00:15:50.282456
memory-shortage,DRAM品薄,113,テクノロジー,-6790902497358080362,7,20260414,2026-04-14T00:15:50.282456
aggregates-concrete,骨材・基礎資材,114,素材,8833983352761362849,7,20260414,2026-04-14T00:15:50.282456
semi-fab-infra,半導体工場インフラ,115,テクノロジー,-7072642406126241398,5,20260414,2026-04-14T00:15:50.282456
refinary,石油精製,116,エネルギー,-4260431975275713848,7,20260414,2026-04-14T00:15:50.282456
home-interior,住宅設備：屋内,117,消費者一般,-9141854720457000362,5,20260414,2026-04-14T00:15:50.282456
video-streaming,動画配信サービス,118,消費者一般,9007936459444980650,3,20260414,2026-04-14T00:15:50.282456
hotels-resorts,ホテル・リゾート,119,消費者一般,2040934369081359922,5,20260414,2026-04-14T00:15:50.282456
next-gen-power-supply,次世代電源,120,テクノロジー,-8392174440126579672,6,20260414,2026-04-14T00:15:50.282456
onsite-power,オンサイト電源,121,テクノロジー,8510500722104591605,5,20260414,2026-04-14T00:15:50.282456
pub-construction-electric,インフラ工事：電力/通信,122,資本財,-6246688860648194811,4,20260414,2026-04-14T00:15:50.282456
facility-equipment,施設設備,123,資本財,918524966498731346,6,20260414,2026-04-14T00:15:50.282456
defence-general,防衛：統合,124,資本財,243369854703576314,7,20260414,2026-04-14T00:15:50.282456
drilling-equipment,掘削機器,125,エネルギー,-3391385931356569326,3,20260414,2026-04-14T00:15:50.282456
dc-optical-device,光接続：インフラ,126,テクノロジー,-828549546933572897,9,20260414,2026-04-14T00:15:50.282456
satellite-communications,宇宙：衛星通信,127,資本財,5644769894494718373,5,20260414,2026-04-14T00:15:50.282456
cruise-lines,クルーズ船,128,消費者一般,-127944647749506234,4,20260414,2026-04-14T00:15:50.282456
metal-specialty-packaging,金属・機能性パッケージ,129,素材,5636936786973984031,4,20260414,2026-04-14T00:15:50.282456
defence-parts,防衛：素材・部材,130,資本財,-3107158880904621800,4,20260414,2026-04-14T00:15:50.282456
alminium,アルミ,131,素材,-4272755077204269093,2,20260414,2026-04-14T00:15:50.282456
oil-supermajors-us,スーパーメジャー：米国,132,エネルギー,-3039215530455373508,2,20260414,2026-04-14T00:15:50.282456
oil-supermajors-non-us,スーパーメジャー：米国外,133,エネルギー,-6168750255865598236,4,20260414,2026-04-14T00:15:50.282456
homebuilders,ホームビルダー,134,消費者一般,-2133654756759726946,8,20260414,2026-04-14T00:15:50.282456
semi-equip-front,半導体製造装置：前工程,135,テクノロジー,-2086541127388642856,5,20260414,2026-04-14T00:15:50.282456
regional-bank,地銀,136,金融,-1165091652116590167,12,20260414,2026-04-14T00:15:50.282456
drilling-services,掘削サービス,137,エネルギー,-809487238632744699,4,20260414,2026-04-14T00:15:50.282456
refrigerant,次世代冷媒,138,テクノロジー,173976157981903051,2,20260414,2026-04-14T00:15:50.282456
rail-manufacturing,鉄道製造・リース,139,資本財,-8873073530829564234,7,20260414,2026-04-14T00:15:50.282456
activewear,アクティブウェア,140,消費者一般,7311911076441337248,6,20260414,2026-04-14T00:15:50.282456
diversified-industrials,機械：多角化,141,資本財,8269837568182789787,7,20260414,2026-04-14T00:15:50.282456
solar-energy-storage,太陽光発電,142,テクノロジー,8395471931681889640,5,20260414,2026-04-14T00:15:50.282456
robotics-logistics,ロボ：物流/サービス,143,テクノロジー,7021137039008400350,6,20260414,2026-04-14T00:15:50.282456
home-distribution,住宅設備：流通,144,消費者一般,4901959795650770592,5,20260414,2026-04-14T00:15:50.282456
cosmetics-personal-care,化粧品・パーソナルケア,145,消費者必需品,6588996394626224533,5,20260414,2026-04-14T00:15:50.282456
industrial-gases,産業ガス,146,素材,-2367570668146972126,2,20260414,2026-04-14T00:15:50.282456
coking-coal,石炭：原料炭中心,147,素材,62850795961053026,6,20260414,2026-04-14T00:15:50.282456
railways,鉄道貨物,148,資本財,2214583270231791595,5,20260414,2026-04-14T00:15:50.282456
power-infra,電源インフラ,149,資本財,7760397076773709788,6,20260414,2026-04-14T00:15:50.282456
nuclear-traditional,原発機器（現行）,150,エネルギー,-7932302961064784522,4,20260414,2026-04-14T00:15:50.282456
oil-exploration-production,石油探鉱・生産,151,エネルギー,8864167877592555147,2,20260414,2026-04-14T00:15:50.282456
airlines-lcc,旅客航空：LCC,152,消費者一般,1523780970759854124,2,20260414,2026-04-14T00:15:50.282456
reit,REIT,153,不動産,7928069251918701492,10,20260414,2026-04-14T00:15:50.282456
fast-food,ファーストフード,154,消費者一般,260610813816909349,6,20260414,2026-04-14T00:15:50.282456
logistics-air-freight,物流サービス,155,資本財,3010344767102755990,5,20260414,2026-04-14T00:15:50.282456
re-tech,不動産テック,156,不動産,7069344710613276517,2,20260414,2026-04-14T00:15:50.282456
semi-equip-back,半導体製造装置：後工程,157,テクノロジー,7623348099647136225,5,20260414,2026-04-14T00:15:50.282456
food-agriculture,化学：農業,158,素材,-7233131248596974953,3,20260414,2026-04-14T00:15:50.282456
corrugated-paper-packaging,製紙・段ボール,159,素材,4350275290719984900,5,20260414,2026-04-14T00:15:50.282456
machinery-construction-ag,機械：建設/農業/資源,160,資本財,-8123050975735480359,5,20260414,2026-04-14T00:15:50.282456
facility-sanitation,施設衛生管理,161,資本財,-5439837055869162834,3,20260414,2026-04-14T00:15:50.282456
tobacco,タバコ,162,消費者必需品,2232014686346517536,3,20260414,2026-04-14T00:15:50.282456
biotech-diversified,バイオテック：総合,163,ヘルスケア,367050348919194155,5,20260414,2026-04-14T00:15:50.282456
analog-semi-comm,アナログ半導体：通信,164,テクノロジー,6709858548487220956,2,20260414,2026-04-14T00:15:50.282456
hospital-operators,病院運営,165,ヘルスケア,-7838620681086594913,7,20260414,2026-04-14T00:15:50.282456
thermal-coal,石炭：一般炭,166,素材,-7891222920208808275,2,20260414,2026-04-14T00:15:50.282456
outdoor-products,アウトドア製品,167,消費者一般,5246278790578910794,3,20260414,2026-04-14T00:15:50.282456
toys,おもちゃ,168,消費者一般,-8853324847176758626,2,20260414,2026-04-14T00:15:50.282456
discount-apparel,ディスカウント衣料,169,消費者一般,-277745917700561959,4,20260414,2026-04-14T00:15:50.282456
mass-market-vehicles,大衆車,170,消費者一般,-5127537011906135630,3,20260414,2026-04-14T00:15:50.282456
dividend,高配当,171,その他,5936468570185881924,9,20260414,2026-04-14T00:15:50.282456
dc-transformer,DC変圧器・スイッチギア,172,テクノロジー,3259543787860139479,4,20260414,2026-04-14T00:15:50.282456
pharma,製薬大手,173,ヘルスケア,-7763329278709187790,11,20260414,2026-04-14T00:15:50.282456
food-wholesale,食品卸売,174,消費者必需品,-387231980815138491,3,20260414,2026-04-14T00:15:50.282456
silver-mining,銀鉱山,175,素材,5221099833575619857,5,20260414,2026-04-14T00:15:50.282456
agribusiness,アグリビジネス,176,消費者必需品,3421429760311908311,2,20260414,2026-04-14T00:15:50.282456
biotech-specialized,バイオテック：特化,177,ヘルスケア,7687351241663289026,3,20260414,2026-04-14T00:15:50.282456
pharma-distribution,医薬品卸,178,ヘルスケア,9185817872318577930,4,20260414,2026-04-14T00:15:50.282456
alcoholic-beverages,アルコール飲料,179,消費者必需品,3753090584822296616,5,20260414,2026-04-14T00:15:50.282456
power-supply-IPP,電力：IPP,180,公益,2360833933277614857,7,20260414,2026-04-14T00:15:50.282456
trucking-intermodal,トラック輸送,181,資本財,-2106141149672064733,3,20260414,2026-04-14T00:15:50.282456
auto-parts,自動車部品,182,消費者一般,8628135047341218594,6,20260414,2026-04-14T00:15:50.282456
housing-infrastructure,建築塗料,183,素材,-3805902137391502526,2,20260414,2026-04-14T00:15:50.282456
luxury,ラグジュアリー,184,消費者一般,-5625896033202905433,2,20260414,2026-04-14T00:15:50.282456
dining,カジュアルダイニング,185,消費者一般,6419954149402642256,2,20260414,2026-04-14T00:15:50.282456
gold-mining,金鉱山,186,素材,2399324055623513364,14,20260414,2026-04-14T00:15:50.282456
meat-products,食肉,187,消費者必需品,718368909247725274,2,20260414,2026-04-14T00:15:50.282456
consumer-staples,日用品,188,消費者必需品,4925329900745965560,9,20260414,2026-04-14T00:15:50.282456
power-supply-regulated,電力：規制事業者,189,公益,6318639688371793217,8,20260414,2026-04-14T00:15:50.282456
chinese-ev,中国EV,190,消費者一般,-5420258932512912283,3,20260414,2026-04-14T00:15:50.282456
pub-construction-transpo,インフラ工事：交通,191,資本財,493721308777673105,2,20260414,2026-04-14T00:15:50.282456
airlines-legacy,旅客航空：メガキャリア,192,消費者一般,4334887713068086600,3,20260414,2026-04-14T00:15:50.282456
environmental-waste,廃棄物・リサイクル,193,資本財,-1970650337982888906,6,20260414,2026-04-14T00:15:50.282456
natgas-upstream,天然ガス：収集・加工,194,エネルギー,-7912539500460324946,3,20260414,2026-04-14T00:15:50.282456
natural-gas-production,天然ガス：生産,195,エネルギー,7569739768128967794,5,20260414,2026-04-14T00:15:50.282456
beverages-diversified,総合飲料,196,消費者必需品,3046651120473216537,5,20260414,2026-04-14T00:15:50.282456
grocery-retail,食品小売・量販店,197,消費者必需品,2790342857924219249,4,20260414,2026-04-14T00:15:50.282456
multi-utilities,電気・ガス小売,198,公益,-2773050088189866082,12,20260414,2026-04-14T00:15:50.282456
confectionery,菓子,199,消費者必需品,-7061596740338651174,3,20260414,2026-04-14T00:15:50.282456
gas-utilities,ガス小売,200,公益,4953519222999692100,11,20260414,2026-04-14T00:15:50.282456
natgas-infra,天然ガス：輸送・需要接続,201,エネルギー,-8484889408476142198,3,20260414,2026-04-14T00:15:50.282456
industrial-distribution,産業資材流通,202,資本財,5059810459266417715,4,20260414,2026-04-14T00:15:50.282456
natgas-exprot,天然ガス：輸出,203,エネルギー,-8070124147738003823,3,20260414,2026-04-14T00:15:50.282456
water-utilities,水道,204,公益,6170220727524095731,3,20260414,2026-04-14T00:15:50.282456
mobile-telecom,モバイル通信,205,通信,-4044929500073958837,3,20260414,2026-04-14T00:15:50.282456
processed-foods,加工食品,206,消費者必需品,-8334948602487778908,5,20260414,2026-04-14T00:15:50.282456
american-casual,アメカジ,207,消費者一般,3196388122355182753,6,20260414,2026-04-14T00:15:50.282456
cafe,カフェ,208,消費者一般,5549448215398216649,2,20260414,2026-04-14T00:15:50.282456
