theme,ticker,snapshot_date,retrieved_at
activewear,AS,20260413,2026-04-13T23:38:58.238999
activewear,BIRK,20260413,2026-04-13T23:38:58.238999
activewear,DECK,20260413,2026-04-13T23:38:58.238999
activewear,LULU,20260413,2026-04-13T23:38:58.238999
activewear,NKE,20260413,2026-04-13T23:38:58.238999
activewear,ONON,20260413,2026-04-13T23:38:58.238999
ad-tech,APP,20260413,2026-04-13T23:38:58.238999
ad-tech,DV,20260413,2026-04-13T23:38:58.238999
ad-tech,MGNI,20260413,2026-04-13T23:38:58.238999
ad-tech,TTD,20260413,2026-04-13T23:38:58.238999
ad-tech,U,20260413,2026-04-13T23:38:58.238999
ad-tech,ZETA,20260413,2026-04-13T23:38:58.238999
advertising-platforms,GOOGL,20260413,2026-04-13T23:38:58.238999
advertising-platforms,META,20260413,2026-04-13T23:38:58.238999
advertising-platforms,PINS,20260413,2026-04-13T23:38:58.238999
advertising-platforms,RDDT,20260413,2026-04-13T23:38:58.238999
advertising-platforms,ROKU,20260413,2026-04-13T23:38:58.238999
advertising-platforms,SNAP,20260413,2026-04-13T23:38:58.238999
aggregates-concrete,ACA,20260413,2026-04-13T23:38:58.238999
aggregates-concrete,CRH,20260413,2026-04-13T23:38:58.238999
aggregates-concrete,EXP,20260413,2026-04-13T23:38:58.238999
aggregates-concrete,KNF,20260413,2026-04-13T23:38:58.238999
aggregates-concrete,MLM,20260413,2026-04-13T23:38:58.238999
aggregates-concrete,USLM,20260413,2026-04-13T23:38:58.238999
aggregates-concrete,VMC,20260413,2026-04-13T23:38:58.238999
agribusiness,ADM,20260413,2026-04-13T23:38:58.238999
agribusiness,BG,20260413,2026-04-13T23:38:58.238999
ai-infrastructure-software,DDOG,20260413,2026-04-13T23:38:58.238999
ai-infrastructure-software,MDB,20260413,2026-04-13T23:38:58.238999
ai-infrastructure-software,PATH,20260413,2026-04-13T23:38:58.238999
ai-infrastructure-software,SNOW,20260413,2026-04-13T23:38:58.238999
ai-pharma,ABSI,20260413,2026-04-13T23:38:58.238999
ai-pharma,CERT,20260413,2026-04-13T23:38:58.238999
ai-pharma,GH,20260413,2026-04-13T23:38:58.238999
ai-pharma,RLAY,20260413,2026-04-13T23:38:58.238999
ai-pharma,RXRX,20260413,2026-04-13T23:38:58.238999
ai-pharma,SDGR,20260413,2026-04-13T23:38:58.238999
ai-pharma,TEM,20260413,2026-04-13T23:38:58.238999
ai-semiconductor-core,AMD,20260413,2026-04-13T23:38:58.238999
ai-semiconductor-core,AVGO,20260413,2026-04-13T23:38:58.238999
ai-semiconductor-core,MRVL,20260413,2026-04-13T23:38:58.238999
