theme,ticker,snapshot_date,retrieved_at
activewear,AS,20260420,2026-04-20T22:36:43.509432
activewear,BIRK,20260420,2026-04-20T22:36:43.509432
activewear,DECK,20260420,2026-04-20T22:36:43.509432
activewear,LULU,20260420,2026-04-20T22:36:43.509432
activewear,NKE,20260420,2026-04-20T22:36:43.509432
activewear,ONON,20260420,2026-04-20T22:36:43.509432
ad-tech,APP,20260420,2026-04-20T22:36:43.509432
ad-tech,DV,20260420,2026-04-20T22:36:43.509432
ad-tech,MGNI,20260420,2026-04-20T22:36:43.509432
ad-tech,TTD,20260420,2026-04-20T22:36:43.509432
ad-tech,U,20260420,2026-04-20T22:36:43.509432
ad-tech,ZETA,20260420,2026-04-20T22:36:43.509432
advertising-platforms,GOOGL,20260420,2026-04-20T22:36:43.509432
advertising-platforms,META,20260420,2026-04-20T22:36:43.509432
advertising-platforms,PINS,20260420,2026-04-20T22:36:43.509432
advertising-platforms,RDDT,20260420,2026-04-20T22:36:43.509432
advertising-platforms,ROKU,20260420,2026-04-20T22:36:43.509432
advertising-platforms,SNAP,20260420,2026-04-20T22:36:43.509432
aggregates-concrete,ACA,20260420,2026-04-20T22:36:43.509432
aggregates-concrete,CRH,20260420,2026-04-20T22:36:43.509432
aggregates-concrete,EXP,20260420,2026-04-20T22:36:43.509432
aggregates-concrete,KNF,20260420,2026-04-20T22:36:43.509432
aggregates-concrete,MLM,20260420,2026-04-20T22:36:43.509432
aggregates-concrete,USLM,20260420,2026-04-20T22:36:43.509432
aggregates-concrete,VMC,20260420,2026-04-20T22:36:43.509432
agribusiness,ADM,20260420,2026-04-20T22:36:43.509432
agribusiness,BG,20260420,2026-04-20T22:36:43.509432
ai-infrastructure-software,DDOG,20260420,2026-04-20T22:36:43.509432
ai-infrastructure-software,MDB,20260420,2026-04-20T22:36:43.509432
ai-infrastructure-software,PATH,20260420,2026-04-20T22:36:43.509432
ai-infrastructure-software,SNOW,20260420,2026-04-20T22:36:43.509432
ai-pharma,ABSI,20260420,2026-04-20T22:36:43.509432
ai-pharma,CERT,20260420,2026-04-20T22:36:43.509432
ai-pharma,GH,20260420,2026-04-20T22:36:43.509432
ai-pharma,RLAY,20260420,2026-04-20T22:36:43.509432
ai-pharma,RXRX,20260420,2026-04-20T22:36:43.509432
ai-pharma,SDGR,20260420,2026-04-20T22:36:43.509432
ai-pharma,TEM,20260420,2026-04-20T22:36:43.509432
ai-semiconductor-core,AMD,20260420,2026-04-20T22:36:43.509432
ai-semiconductor-core,AVGO,20260420,2026-04-20T22:36:43.509432
ai-semiconductor-core,MRVL,20260420,2026-04-20T22:36:43.509432
ai-semiconductor-core,MU,20260420,2026-04-20T22:36:43.509432
ai-semiconductor-core,NVDA,20260420,2026-04-20T22:36:43.509432
ai-server-odm,FLEX,20260420,2026-04-20T22:36:43.509432
ai-server-odm,JBL,20260420,2026-04-20T22:36:43.509432
ai-server-odm,SANM,20260420,2026-04-20T22:36:43.509432
airlines-lcc,ALK,20260420,2026-04-20T22:36:43.509432
airlines-lcc,LUV,20260420,2026-04-20T22:36:43.509432
airlines-legacy,AAL,20260420,2026-04-20T22:36:43.509432
airlines-legacy,DAL,20260420,2026-04-20T22:36:43.509432
airlines-legacy,UAL,20260420,2026-04-20T22:36:43.509432
