theme,name,rank,industry,members_hash,n_members,snapshot_date,retrieved_at
robotics-industrial,ロボ：産業/医療,83,テクノロジー,-661830033930778401,3,20260413,2026-04-13T23:15:46.162082
capital-equipment-leasing,資本財リース,84,資本財,-7958128505926555063,5,20260413,2026-04-13T23:15:46.162082
mass-market-vehicles,大衆車,85,消費者一般,2255312127710247254,3,20260413,2026-04-13T23:15:46.162082
video-streaming,動画配信サービス,86,消費者一般,1986245973512866145,3,20260413,2026-04-13T23:15:46.162082
home-exterior,住宅設備：外装,87,消費者一般,4241906255051461207,6,20260413,2026-04-13T23:15:46.162082
natgas-upstream,天然ガス：収集・加工,88,エネルギー,-1712160256963415651,3,20260413,2026-04-13T23:15:46.162082
steel,鉄,89,素材,-5028404583385144434,5,20260413,2026-04-13T23:15:46.162082
agribusiness,アグリビジネス,90,消費者必需品,2873345725119582111,2,20260413,2026-04-13T23:15:46.162082
defence-parts,防衛：素材・部材,91,資本財,-6531167396571533199,4,20260413,2026-04-13T23:15:46.162082
semi-fab-infra,半導体工場インフラ,92,テクノロジー,5561402348255684834,5,20260413,2026-04-13T23:15:46.162082
cruise-lines,クルーズ船,93,消費者一般,2914082223194519318,4,20260413,2026-04-13T23:15:46.162082
cafe,カフェ,94,消費者一般,-65749597426753165,2,20260413,2026-04-13T23:15:46.162082
lifescience-consumables,生命科学：消耗品,95,ヘルスケア,7792962435808329037,3,20260413,2026-04-13T23:15:46.162082
analog-semi-comm,アナログ半導体：通信,96,テクノロジー,7529156501307402110,2,20260413,2026-04-13T23:15:46.162082
advertising-platforms,ネットメディア,97,通信,-737757425468397800,6,20260413,2026-04-13T23:15:46.162082
corrugated-paper-packaging,製紙・段ボール,98,素材,112959466485016863,5,20260413,2026-04-13T23:15:46.162082
tobacco,タバコ,99,消費者必需品,1566225074189070258,3,20260413,2026-04-13T23:15:46.162082
facility-equipment,施設設備,100,資本財,-470778858406676532,6,20260413,2026-04-13T23:15:46.162082
railways,鉄道貨物,101,資本財,-6180085731907648632,5,20260413,2026-04-13T23:15:46.162082
diversified-industrials,機械：多角化,102,資本財,5372922572827168576,7,20260413,2026-04-13T23:15:46.162082
hotels-resorts,ホテル・リゾート,103,消費者一般,-2037809919337920824,5,20260413,2026-04-13T23:15:46.162082
semi-iot-ai,IOT×エッジAI,104,テクノロジー,5146952645551035794,6,20260413,2026-04-13T23:15:46.162082
natgas-exprot,天然ガス：輸出,105,エネルギー,6640112593198985258,3,20260413,2026-04-13T23:15:46.162082
megabanks,メガバンク,106,金融,-4878678546022837136,4,20260413,2026-04-13T23:15:46.162082
power-supply-regulated,電力：規制事業者,107,公益,-2164766553296152211,8,20260413,2026-04-13T23:15:46.162082
lifescience-diagnose,生命科学：精密分析,108,ヘルスケア,-5633692619107836390,7,20260413,2026-04-13T23:15:46.162082
auto-parts,自動車部品,109,消費者一般,2772609882815932235,6,20260413,2026-04-13T23:15:46.162082
smart-glass,スマートグラス,110,テクノロジー,7219368657403950480,6,20260413,2026-04-13T23:15:46.162082
pharma-distribution,医薬品卸,111,ヘルスケア,3989113757706151633,4,20260413,2026-04-13T23:15:46.162082
re-tech,不動産テック,112,不動産,2778376714323652897,2,20260413,2026-04-13T23:15:46.162082
natgas-infra,天然ガス：輸送・需要接続,113,エネルギー,8866469432719269331,3,20260413,2026-04-13T23:15:46.162082
live-entertainment,ライブエンタメ,114,消費者一般,3329541610136042844,3,20260413,2026-04-13T23:15:46.162082
consumer-lending,消費者レンディング,115,金融,218884146608623734,10,20260413,2026-04-13T23:15:46.162082
infra-measure,インフラ計測,116,資本財,1601038838916605160,3,20260413,2026-04-13T23:15:46.162082
insurance-dx,保険DX,117,金融,6659330525742620323,3,20260413,2026-04-13T23:15:46.162082
cosmetics-personal-care,化粧品・パーソナルケア,118,消費者必需品,-7622465091750592991,5,20260413,2026-04-13T23:15:46.162082
airlines-legacy,旅客航空：メガキャリア,119,消費者一般,1008265760813942398,3,20260413,2026-04-13T23:15:46.162082
meat-products,食肉,120,消費者必需品,-4707283008101677187,2,20260413,2026-04-13T23:15:46.162082
lifescience-service,生命科学：創薬受託,121,ヘルスケア,-4501725792036850232,4,20260413,2026-04-13T23:15:46.162082
gas-utilities,ガス小売,122,公益,7466934010944821649,11,20260413,2026-04-13T23:15:46.162082
natural-gas-production,天然ガス：生産,123,エネルギー,-4938051859077910679,5,20260413,2026-04-13T23:15:46.162082
lifestyle-furniture,ライフスタイル・家具,124,消費者一般,7411550693263815846,4,20260413,2026-04-13T23:15:46.162082
thermal-coal,石炭：一般炭,125,素材,-6831146380099442398,2,20260413,2026-04-13T23:15:46.162082
ad-tech,広告テック,126,通信,7171115725735581030,6,20260413,2026-04-13T23:15:46.162082
toys,おもちゃ,127,消費者一般,-7039631592358334366,2,20260413,2026-04-13T23:15:46.162082
drilling-services,掘削サービス,128,エネルギー,8177432673491466004,4,20260413,2026-04-13T23:15:46.162082
homebuilders,ホームビルダー,129,消費者一般,-2904269415939486202,8,20260413,2026-04-13T23:15:46.162082
processed-foods,加工食品,130,消費者必需品,-5281771073964625982,5,20260413,2026-04-13T23:15:46.162082
uranium,ウラン,131,エネルギー,-4091061378931075408,11,20260413,2026-04-13T23:15:46.162082
multi-utilities,電気・ガス小売,132,公益,-2396051748954412116,12,20260413,2026-04-13T23:15:46.162082
re-service,不動産サービス,133,不動産,64088134425980038,2,20260413,2026-04-13T23:15:46.162082
rail-manufacturing,鉄道製造・リース,134,資本財,5134591695750449404,7,20260413,2026-04-13T23:15:46.162082
metal-specialty-packaging,金属・機能性パッケージ,135,素材,-1493281032163149696,4,20260413,2026-04-13T23:15:46.162082
nextgen-bank,次世代銀行,136,金融,8335464047469286158,2,20260413,2026-04-13T23:15:46.162082
offshore-drilling,海洋掘削サービス,137,エネルギー,5310312812225355847,3,20260413,2026-04-13T23:15:46.162082
oil-exploration-production,石油探鉱・生産,138,エネルギー,-6145600070886701396,2,20260413,2026-04-13T23:15:46.162082
rideshare,ライドシェア,139,消費者一般,1478956115452168682,2,20260413,2026-04-13T23:15:46.162082
life-insurance,生命保険,140,金融,-1367515982715757495,6,20260413,2026-04-13T23:15:46.162082
pharma,製薬大手,141,ヘルスケア,-6644074199865869514,11,20260413,2026-04-13T23:15:46.162082
defence-engine,防衛：推進システム,142,資本財,3975974975141862534,3,20260413,2026-04-13T23:15:46.162082
fast-food,ファーストフード,143,消費者一般,-1860107042701717030,6,20260413,2026-04-13T23:15:46.162082
lifescience-pf,生命科学：総合,144,ヘルスケア,-8763896185169023710,3,20260413,2026-04-13T23:15:46.162082
home-interior,住宅設備：屋内,145,消費者一般,8181156639959935974,5,20260413,2026-04-13T23:15:46.162082
home-distribution,住宅設備：流通,146,消費者一般,-6924904303410274720,5,20260413,2026-04-13T23:15:46.162082
defence-maintenance,防衛：保守部品・MRO,147,資本財,-8030645139393320575,5,20260413,2026-04-13T23:15:46.162082
machinery-construction-ag,機械：建設/農業/資源,148,資本財,-5669690119446789290,5,20260413,2026-04-13T23:15:46.162082
facility-sanitation,施設衛生管理,149,資本財,273138552530807033,3,20260413,2026-04-13T23:15:46.162082
consumer-staples,日用品,150,消費者必需品,-2204126979460871203,9,20260413,2026-04-13T23:15:46.162082
beverages-diversified,総合飲料,151,消費者必需品,-299747054203588054,5,20260413,2026-04-13T23:15:46.162082
outdoor-products,アウトドア製品,152,消費者一般,-9168003805819587635,3,20260413,2026-04-13T23:15:46.162082
payment-infrastructure,決済インフラ,153,金融,-6664063361370317806,2,20260413,2026-04-13T23:15:46.162082
food-wholesale,食品卸売,154,消費者必需品,-5561713309660875235,3,20260413,2026-04-13T23:15:46.162082
logistics-air-freight,物流サービス,155,資本財,-1411337812427463994,5,20260413,2026-04-13T23:15:46.162082
american-casual,アメカジ,156,消費者一般,-4220585644865179729,6,20260413,2026-04-13T23:15:46.162082
environmental-waste,廃棄物・リサイクル,157,資本財,8299440764624337465,6,20260413,2026-04-13T23:15:46.162082
dining,カジュアルダイニング,158,消費者一般,4894859193779084944,2,20260413,2026-04-13T23:15:46.162082
oil-supermajors-us,スーパーメジャー：米国,159,エネルギー,-2040919084355089792,2,20260413,2026-04-13T23:15:46.162082
content-studios,コンテンツ・スタジオ,160,消費者一般,4531765966013053463,4,20260413,2026-04-13T23:15:46.162082
health-insurance-services,医療保険＋診療,161,ヘルスケア,-2156554773643488632,6,20260413,2026-04-13T23:15:46.162082
airlines-lcc,旅客航空：LCC,162,消費者一般,5849047994732859754,2,20260413,2026-04-13T23:15:46.162082
regional-bank,地銀,163,金融,3299564675336668313,12,20260413,2026-04-13T23:15:46.162082
luxury,ラグジュアリー,164,消費者一般,-3695467128205837045,2,20260413,2026-04-13T23:15:46.162082
dividend,高配当,165,その他,-3318113214908532494,9,20260413,2026-04-13T23:15:46.162082
confectionery,菓子,166,消費者必需品,8789818524079453665,3,20260413,2026-04-13T23:15:46.162082
payment-tech,決済テック,167,金融,-7177593197914234236,4,20260413,2026-04-13T23:15:46.162082
biotech-genomics,バイオテック：ゲノム,168,ヘルスケア,8957888794980966574,6,20260413,2026-04-13T23:15:46.162082
defence-general,防衛：統合,169,資本財,4267791165609907859,7,20260413,2026-04-13T23:15:46.162082
ai-pharma,AI創薬,170,ヘルスケア,-4072925705119445248,7,20260413,2026-04-13T23:15:46.162082
hospital-operators,病院運営,171,ヘルスケア,-3439188554823748137,7,20260413,2026-04-13T23:15:46.162082
cable-tv,ケーブルTV,172,通信,1135519336691104921,2,20260413,2026-04-13T23:15:46.162082
defence-service,防衛：サービス,173,資本財,-1941362084490727601,9,20260413,2026-04-13T23:15:46.162082
battery-storage,電力貯蔵,174,エネルギー,6802740647581634581,4,20260413,2026-04-13T23:15:46.162082
biotech-specialized,バイオテック：特化,175,ヘルスケア,175842843867996576,3,20260413,2026-04-13T23:15:46.162082
government-dx,行政DX,176,テクノロジー,-7066935690951206862,3,20260413,2026-04-13T23:15:46.162082
property-casualty-insurance,損害保険,177,金融,-7751026397093114945,6,20260413,2026-04-13T23:15:46.162082
auto-maintenance,自動車メンテナンス,178,消費者一般,-5251993812022422820,3,20260413,2026-04-13T23:15:46.162082
delivery,宅配デリバリー,179,消費者一般,6294008496343924212,3,20260413,2026-04-13T23:15:46.162082
discount-apparel,ディスカウント衣料,180,消費者一般,7236659260728029771,4,20260413,2026-04-13T23:15:46.162082
ota,オンライン旅行予約,181,消費者一般,9187364451675712996,4,20260413,2026-04-13T23:15:46.162082
pe-private-credit,PE・プライベトクレジト,182,金融,3244437168574274631,7,20260413,2026-04-13T23:15:46.162082
mobile-telecom,モバイル通信,183,通信,-510889794566543169,3,20260413,2026-04-13T23:15:46.162082
activewear,アクティブウェア,184,消費者一般,2325622441568511785,6,20260413,2026-04-13T23:15:46.162082
re-pf,不動産検索PF,185,不動産,5327989436012677250,2,20260413,2026-04-13T23:15:46.162082
biotech-diversified,バイオテック：総合,186,ヘルスケア,-2464281419215027511,5,20260413,2026-04-13T23:15:46.162082
infrastructure-consulting,インフラ設計,187,資本財,-2517252736550299155,4,20260413,2026-04-13T23:15:46.162082
mortgage-origination,住宅ローン組成,188,金融,8519178899674985521,3,20260413,2026-04-13T23:15:46.162082
high-pe,高PER,189,その他,-7059437551358803943,5,20260413,2026-04-13T23:15:46.162082
consulting,コンサル,190,テクノロジー,7088424809568146882,4,20260413,2026-04-13T23:15:46.162082
grocery-retail,食品小売・量販店,191,消費者必需品,2379221346050686782,4,20260413,2026-04-13T23:15:46.162082
insurance-brokerage,保険仲介,192,金融,-1727792649114696827,6,20260413,2026-04-13T23:15:46.162082
soft-enterprise,ソフト：エンタープライズ,193,テクノロジー,4718916635821684783,4,20260413,2026-04-13T23:15:46.162082
soft-back-office,ソフト：バックオフィス,194,テクノロジー,-9118457781400136245,3,20260413,2026-04-13T23:15:46.162082
dollar-store,ドルストア,195,消費者必需品,7915828361208396762,2,20260413,2026-04-13T23:15:46.162082
soft-productivity,ソフト：生産性・開発,196,テクノロジー,-6283859315686179601,4,20260413,2026-04-13T23:15:46.162082
soft-vertical,ソフト：業界特化,197,テクノロジー,-4773713125266989174,9,20260413,2026-04-13T23:15:46.162082
cybersecurity-other,サイバー：ID/監視/診断,198,テクノロジー,5717100804608079893,4,20260413,2026-04-13T23:15:46.162082
semiconductor-design,半導体設計ソフト,199,テクノロジー,-402856121012466639,2,20260413,2026-04-13T23:15:46.162082
soft-marketing,ソフト：マーケ・販売,200,テクノロジー,3654677638615658155,6,20260413,2026-04-13T23:15:46.162082
ai-infrastructure-software,ソフト：AI利用基盤,201,テクノロジー,-6147510833219315496,4,20260413,2026-04-13T23:15:46.162082
graphite,グラファイト,202,素材,5129613779385133043,4,20260413,2026-04-13T23:15:46.162082
bnpl,BNPL,203,金融,-8699288433066782314,3,20260413,2026-04-13T23:15:46.162082
cybersecurity-end,サイバー：端末保護,204,テクノロジー,-4956341102087125879,2,20260413,2026-04-13T23:15:46.162082
cybersecurity-gen,サイバー：統合,205,テクノロジー,-1988307279502232615,3,20260413,2026-04-13T23:15:46.162082
soft-comm,ソフト：コミュニケション,206,テクノロジー,-7978728147444547008,3,20260413,2026-04-13T23:15:46.162082
cybersecurity-cloud,サイバー：クラウド,207,テクノロジー,-6872158066374772995,2,20260413,2026-04-13T23:15:46.162082
cdn,CDN,208,テクノロジー,1311241185318905638,3,20260413,2026-04-13T23:15:46.162082
