theme,name,rank,industry,members_hash,n_members,snapshot_date,retrieved_at
government-dx,行政DX,34,テクノロジー,-4135038258635819710,3,20260415,2026-04-15T22:37:52.408511
american-casual,アメカジ,35,消費者一般,4865256074618916473,6,20260415,2026-04-15T22:37:52.408511
gas-fracking,天然ガス掘削：米,36,エネルギー,-456864929083659182,5,20260415,2026-04-15T22:37:52.408511
openai-related,OpenAI関連,37,テクノロジー,-4705545224114175018,5,20260415,2026-04-15T22:37:52.408511
coking-coal,石炭：原料炭中心,38,素材,-8663250424979412968,6,20260415,2026-04-15T22:37:52.408511
humanoid-brain,人型ロボ：脳,39,テクノロジー,-2681513186199215218,3,20260415,2026-04-15T22:37:52.408511
nextgen-batteries,次世代セル,40,エネルギー,-2551944093294975775,5,20260415,2026-04-15T22:37:52.408511
drones,軍用ドローン,41,資本財,6018672422496959887,7,20260415,2026-04-15T22:37:52.408511
high-pe,高PER,42,その他,1269004612285714479,5,20260415,2026-04-15T22:37:52.408511
eVTOL,eVTOL,43,テクノロジー,5146362239942154460,5,20260415,2026-04-15T22:37:52.408511
ota,オンライン旅行予約,44,消費者一般,-3227520253061528870,4,20260415,2026-04-15T22:37:52.408511
thermal-coal,石炭：一般炭,45,素材,-4101434788438366076,2,20260415,2026-04-15T22:37:52.408511
robotics-logistics,ロボ：物流/サービス,46,テクノロジー,-4383945088339693718,6,20260415,2026-04-15T22:37:52.408511
industrial-batteries,産業用電池,47,エネルギー,1956028832399850023,3,20260415,2026-04-15T22:37:52.408511
consumer-lending,消費者レンディング,48,金融,-5035441769522069245,10,20260415,2026-04-15T22:37:52.408511
neo-cloud,ネオクラウド,49,テクノロジー,-7260439404051717545,10,20260415,2026-04-15T22:37:52.408511
hyperscalers,ハイパースケーラー,50,テクノロジー,2029638063393917863,5,20260415,2026-04-15T22:37:52.408511
crypto,暗号資産・ブロックチェン,51,金融,-2199123603600458474,8,20260415,2026-04-15T22:37:52.408511
satellite-communications,宇宙：衛星通信,52,資本財,-8923388351987029393,5,20260415,2026-04-15T22:37:52.408511
smart-glass,スマートグラス,53,テクノロジー,6151388496725327204,6,20260415,2026-04-15T22:37:52.408511
dc-rack-connect,ラック内接続,54,テクノロジー,7083490790165560168,3,20260415,2026-04-15T22:37:52.408511
space-infrastructure,宇宙：インフラ,55,資本財,166541400032111579,4,20260415,2026-04-15T22:37:52.408511
toys,おもちゃ,56,消費者一般,6981783664183322216,2,20260415,2026-04-15T22:37:52.408511
insurance-brokerage,保険仲介,57,金融,-1030450605345437028,6,20260415,2026-04-15T22:37:52.408511
life-insurance,生命保険,58,金融,4479054395737177740,6,20260415,2026-04-15T22:37:52.408511
storage-solutions,ストレージ ソリュション,59,テクノロジー,-2381579052387417578,2,20260415,2026-04-15T22:37:52.408511
payment-infrastructure,決済インフラ,60,金融,1623863447409036040,2,20260415,2026-04-15T22:37:52.408511
cable-tv,ケーブルTV,61,通信,-6458711334998415413,2,20260415,2026-04-15T22:37:52.408511
consulting,コンサル,62,テクノロジー,-8467866974011508587,4,20260415,2026-04-15T22:37:52.408511
refinary,石油精製,63,エネルギー,5773293801942631545,7,20260415,2026-04-15T22:37:52.408511
infrastructure-consulting,インフラ設計,64,資本財,-4349445259021713987,4,20260415,2026-04-15T22:37:52.408511
lifescience-service,生命科学：創薬受託,65,ヘルスケア,-6235979914652503881,4,20260415,2026-04-15T22:37:52.408511
dollar-store,ドルストア,66,消費者必需品,3065650731687944599,2,20260415,2026-04-15T22:37:52.408511
defence-service,防衛：サービス,67,資本財,-8268503769317512157,9,20260415,2026-04-15T22:37:52.408511
solar-energy-storage,太陽光発電,68,テクノロジー,6356018011552820666,5,20260415,2026-04-15T22:37:52.408511
ai-semiconductor-core,AI半導体：コア銘柄,69,テクノロジー,5808848942104018766,5,20260415,2026-04-15T22:37:52.408511
video-streaming,動画配信サービス,70,消費者一般,-7912888843575584292,3,20260415,2026-04-15T22:37:52.408511
semi-iot-ai,IOT×エッジAI,71,テクノロジー,5455232531172797857,6,20260415,2026-04-15T22:37:52.408511
analog-semi-comm,アナログ半導体：通信,72,テクノロジー,-8191140722029207080,2,20260415,2026-04-15T22:37:52.408511
activewear,アクティブウェア,73,消費者一般,1625960758607630666,6,20260415,2026-04-15T22:37:52.408511
cybersecurity-gen,サイバー：統合,74,テクノロジー,-2635117341505272828,3,20260415,2026-04-15T22:37:52.408511
lifescience-pf,生命科学：総合,75,ヘルスケア,-2933417105652930949,3,20260415,2026-04-15T22:37:52.408511
housing-equipment-trading,住設専門商社,76,消費者一般,-6219394635312631318,5,20260415,2026-04-15T22:37:52.408511
re-service,不動産サービス,77,不動産,-7179955910194008728,2,20260415,2026-04-15T22:37:52.408511
foundry,半導体受託製造,78,テクノロジー,-253322452684734128,8,20260415,2026-04-15T22:37:52.408511
dc-optical-semi,光接続：スイッチ,79,テクノロジー,3818066616073215013,6,20260415,2026-04-15T22:37:52.408511
property-casualty-insurance,損害保険,80,金融,2011920105527645731,6,20260415,2026-04-15T22:37:52.408511
mortgage-origination,住宅ローン組成,81,金融,8046370682653130041,3,20260415,2026-04-15T22:37:52.408511
grocery-retail,食品小売・量販店,82,消費者必需品,-3071064891540877624,4,20260415,2026-04-15T22:37:52.408511
discount-apparel,ディスカウント衣料,83,消費者一般,5916602774026270479,4,20260415,2026-04-15T22:37:52.408511
content-studios,コンテンツ・スタジオ,84,消費者一般,3231657241161001159,4,20260415,2026-04-15T22:37:52.408511
cpu,CPU,85,テクノロジー,-8398959390478273242,3,20260415,2026-04-15T22:37:52.408511
lithium,リチウム,86,素材,7706389070823319568,10,20260415,2026-04-15T22:37:52.408511
analog-semi-generic,アナログ半導体：汎用,87,テクノロジー,-1851752721448854049,3,20260415,2026-04-15T22:37:52.408511
investment-banking,投資銀行,88,金融,3048813248828962341,6,20260415,2026-04-15T22:37:52.408511
oil-exploration-production,石油探鉱・生産,89,エネルギー,-3664106745816295671,2,20260415,2026-04-15T22:37:52.408511
auto-maintenance,自動車メンテナンス,90,消費者一般,2709713541531090642,3,20260415,2026-04-15T22:37:52.408511
natural-gas-production,天然ガス：生産,91,エネルギー,-6561426254489271611,5,20260415,2026-04-15T22:37:52.408511
airlines-lcc,旅客航空：LCC,92,消費者一般,-8310290937223020254,2,20260415,2026-04-15T22:37:52.408511
power-supply-IPP,電力：IPP,93,公益,-1960542943626266512,7,20260415,2026-04-15T22:37:52.408511
cosmetics-personal-care,化粧品・パーソナルケア,94,消費者必需品,-4994589761169503524,5,20260415,2026-04-15T22:37:52.408511
china-ai,中国AI,95,テクノロジー,7131086153817413078,5,20260415,2026-04-15T22:37:52.408511
custom-ai-chips,カスタムAI半導体,96,テクノロジー,1284398430147596294,6,20260415,2026-04-15T22:37:52.408511
defence-comm,防衛：電子・情報通信,97,資本財,3600436534709436293,8,20260415,2026-04-15T22:37:52.408511
cruise-lines,クルーズ船,98,消費者一般,5184866490575499272,4,20260415,2026-04-15T22:37:52.408511
beverages-diversified,総合飲料,99,消費者必需品,6955165196931204604,5,20260415,2026-04-15T22:37:52.408511
regional-bank,地銀,100,金融,-1046807581506147592,12,20260415,2026-04-15T22:37:52.408511
dining,カジュアルダイニング,101,消費者一般,-3233338953056695013,2,20260415,2026-04-15T22:37:52.408511
megabanks,メガバンク,102,金融,2862427477221176623,4,20260415,2026-04-15T22:37:52.408511
lifestyle-furniture,ライフスタイル・家具,103,消費者一般,3251210906314348862,4,20260415,2026-04-15T22:37:52.408511
lifescience-consumables,生命科学：消耗品,104,ヘルスケア,2337035645345153608,3,20260415,2026-04-15T22:37:52.408511
drilling-services,掘削サービス,105,エネルギー,7527591991396319742,4,20260415,2026-04-15T22:37:52.408511
fast-food,ファーストフード,106,消費者一般,414830063199724124,6,20260415,2026-04-15T22:37:52.408511
diversified-resources,多角化資源,107,素材,-8573285312986557800,3,20260415,2026-04-15T22:37:52.408511
reit,REIT,108,不動産,-654017178289226921,10,20260415,2026-04-15T22:37:52.408511
analog-semi-power,アナログ半導体：パワー,109,テクノロジー,5208260937819601757,2,20260415,2026-04-15T22:37:52.408511
alcoholic-beverages,アルコール飲料,110,消費者必需品,1188170497018019235,5,20260415,2026-04-15T22:37:52.408511
pub-construction-electric,インフラ工事：電力/通信,111,資本財,-1337962980359129773,4,20260415,2026-04-15T22:37:52.408511
mass-market-vehicles,大衆車,112,消費者一般,8805040048434064393,3,20260415,2026-04-15T22:37:52.408511
processed-foods,加工食品,113,消費者必需品,-4079228790744408459,5,20260415,2026-04-15T22:37:52.408511
copper-mining,銅鉱山,114,素材,-5352947803772481536,8,20260415,2026-04-15T22:37:52.408511
nuclear-traditional,原発機器（現行）,115,エネルギー,-4976761075593472032,4,20260415,2026-04-15T22:37:52.408511
steel,鉄,116,素材,-1823458469983841577,5,20260415,2026-04-15T22:37:52.408511
food-agriculture,化学：農業,117,素材,-4538060924750784425,3,20260415,2026-04-15T22:37:52.408511
lifescience-diagnose,生命科学：精密分析,118,ヘルスケア,7727921915957429988,7,20260415,2026-04-15T22:37:52.408511
biotech-diversified,バイオテック：総合,119,ヘルスケア,354304031831937150,5,20260415,2026-04-15T22:37:52.408511
fast-casual,高品質ファーストフード,120,消費者一般,-1706627115126036462,2,20260415,2026-04-15T22:37:52.408511
refrigerant,次世代冷媒,121,テクノロジー,7683251225158729818,2,20260415,2026-04-15T22:37:52.408511
luxury,ラグジュアリー,122,消費者一般,-3673566966787552811,2,20260415,2026-04-15T22:37:52.408511
facility-sanitation,施設衛生管理,123,資本財,-8892908109781472780,3,20260415,2026-04-15T22:37:52.408511
earth-observation,宇宙：地球観測,124,資本財,-2334890736753097800,4,20260415,2026-04-15T22:37:52.408511
natgas-upstream,天然ガス：収集・加工,125,エネルギー,3802354414909605030,3,20260415,2026-04-15T22:37:52.408511
offshore-drilling,海洋掘削サービス,126,エネルギー,-7519056331535189109,3,20260415,2026-04-15T22:37:52.408511
industrial-gases,産業ガス,127,素材,6312794049279723741,2,20260415,2026-04-15T22:37:52.408511
gas-utilities,ガス小売,128,公益,1759995986866308519,11,20260415,2026-04-15T22:37:52.408511
cafe,カフェ,129,消費者一般,7863694909791209099,2,20260415,2026-04-15T22:37:52.408511
semi-equip-back,半導体製造装置：後工程,130,テクノロジー,-6911479968199618889,5,20260415,2026-04-15T22:37:52.408511
pharma-distribution,医薬品卸,131,ヘルスケア,9110879564646473283,4,20260415,2026-04-15T22:37:52.408511
hotels-resorts,ホテル・リゾート,132,消費者一般,-355822439466737175,5,20260415,2026-04-15T22:37:52.408511
pharma,製薬大手,133,ヘルスケア,-1326566032465338453,11,20260415,2026-04-15T22:37:52.408511
commodity-chemicals,化学：汎用,134,素材,-8107014356963881911,2,20260415,2026-04-15T22:37:52.408511
next-gen-power-supply,次世代電源,135,テクノロジー,1582773007216044154,6,20260415,2026-04-15T22:37:52.408511
mobile-telecom,モバイル通信,136,通信,3883404626458619785,3,20260415,2026-04-15T22:37:52.408511
environmental-waste,廃棄物・リサイクル,137,資本財,-8210453896639042561,6,20260415,2026-04-15T22:37:52.408511
consumer-staples,日用品,138,消費者必需品,-6272376942707223130,9,20260415,2026-04-15T22:37:52.408511
biotech-genomics,バイオテック：ゲノム,139,ヘルスケア,7865981339231316716,6,20260415,2026-04-15T22:37:52.408511
health-insurance-services,医療保険＋診療,140,ヘルスケア,-1386531763375396224,6,20260415,2026-04-15T22:37:52.408511
corrugated-paper-packaging,製紙・段ボール,141,素材,-1336786813367233578,5,20260415,2026-04-15T22:37:52.408511
apple-intelligence,Appleインテリジェンス,142,テクノロジー,1909408394862286538,6,20260415,2026-04-15T22:37:52.408511
natgas-infra,天然ガス：輸送・需要接続,143,エネルギー,658497673061726977,3,20260415,2026-04-15T22:37:52.408511
robotics-industrial,ロボ：産業/医療,144,テクノロジー,-756817082084236611,3,20260415,2026-04-15T22:37:52.408511
analog-semi-sensor,アナログ半導体：センサ,145,テクノロジー,3618734056332487717,4,20260415,2026-04-15T22:37:52.408511
oil-supermajors-us,スーパーメジャー：米国,146,エネルギー,8333522874717417996,2,20260415,2026-04-15T22:37:52.408511
drilling-equipment,掘削機器,147,エネルギー,-4352991686428198588,3,20260415,2026-04-15T22:37:52.408511
defence-general,防衛：統合,148,資本財,2182776512286324543,7,20260415,2026-04-15T22:37:52.408511
logistics-air-freight,物流サービス,149,資本財,-6124555739383957561,5,20260415,2026-04-15T22:37:52.408511
alminium,アルミ,150,素材,717929584289384595,2,20260415,2026-04-15T22:37:52.408511
semi-equip-front,半導体製造装置：前工程,151,テクノロジー,1745694967478888922,5,20260415,2026-04-15T22:37:52.408511
airlines-legacy,旅客航空：メガキャリア,152,消費者一般,4346892873900054668,3,20260415,2026-04-15T22:37:52.408511
infra-contractors,電気工事・施工,153,資本財,3632223704013963546,5,20260415,2026-04-15T22:37:52.408511
dividend,高配当,154,その他,8162048837585364661,9,20260415,2026-04-15T22:37:52.408511
dc-optical-ems,光接続：トランシーバ,155,テクノロジー,-7923100774509448113,5,20260415,2026-04-15T22:37:52.408511
ai-server-odm,AIサーバ：受託製造,156,テクノロジー,-3703218035014192513,3,20260415,2026-04-15T22:37:52.408511
dc-optical-device,光接続：インフラ,157,テクノロジー,-6496407579727081157,9,20260415,2026-04-15T22:37:52.408511
server-brand,AIサーバ：自社ブランド,158,テクノロジー,2746825374224027819,3,20260415,2026-04-15T22:37:52.408511
industrial-distribution,産業資材流通,159,資本財,8342199304923403671,4,20260415,2026-04-15T22:37:52.408511
food-wholesale,食品卸売,160,消費者必需品,1322477405898596119,3,20260415,2026-04-15T22:37:52.408511
capital-equipment-leasing,資本財リース,161,資本財,-4890286771414298247,5,20260415,2026-04-15T22:37:52.408511
biotech-specialized,バイオテック：特化,162,ヘルスケア,-8872688130638752846,3,20260415,2026-04-15T22:37:52.408511
multi-utilities,電気・ガス小売,163,公益,-5199780935243319684,12,20260415,2026-04-15T22:37:52.408511
defence-engine,防衛：推進システム,164,資本財,-1524841446791297205,3,20260415,2026-04-15T22:37:52.408511
railways,鉄道貨物,165,資本財,-851505561471326324,5,20260415,2026-04-15T22:37:52.408511
water-utilities,水道,166,公益,5508662541070020353,3,20260415,2026-04-15T22:37:52.408511
home-distribution,住宅設備：流通,167,消費者一般,4077748955437657214,5,20260415,2026-04-15T22:37:52.408511
pub-construction-transpo,インフラ工事：交通,168,資本財,3683990066568215977,2,20260415,2026-04-15T22:37:52.408511
semi-consumables,半導体：材料・消耗品,169,テクノロジー,-2740322369064592178,6,20260415,2026-04-15T22:37:52.408511
power-supply-regulated,電力：規制事業者,170,公益,7880253073187662175,8,20260415,2026-04-15T22:37:52.408511
semi-component,半導体製造装置：部品,171,テクノロジー,1253366911718388475,4,20260415,2026-04-15T22:37:52.408511
homebuilders,ホームビルダー,172,消費者一般,7202600260025289023,8,20260415,2026-04-15T22:37:52.408511
natgas-exprot,天然ガス：輸出,173,エネルギー,-7033178400954175466,3,20260415,2026-04-15T22:37:52.408511
metal-specialty-packaging,金属・機能性パッケージ,174,素材,-5111455052705583553,4,20260415,2026-04-15T22:37:52.408511
tobacco,タバコ,175,消費者必需品,-581444768798823815,3,20260415,2026-04-15T22:37:52.408511
infra-measure,インフラ計測,176,資本財,-1782978297794473037,3,20260415,2026-04-15T22:37:52.408511
hospital-operators,病院運営,177,ヘルスケア,3782863604558642048,7,20260415,2026-04-15T22:37:52.408511
defence-maintenance,防衛：保守部品・MRO,178,資本財,6363291479049463595,5,20260415,2026-04-15T22:37:52.408511
semi-fab-infra,半導体工場インフラ,179,テクノロジー,3523275195937782601,5,20260415,2026-04-15T22:37:52.408511
dc-transformer,DC変圧器・スイッチギア,180,テクノロジー,-4492756169524630826,4,20260415,2026-04-15T22:37:52.408511
memory-shortage,DRAM品薄,181,テクノロジー,-7795199206493833648,7,20260415,2026-04-15T22:37:52.408511
auto-parts,自動車部品,182,消費者一般,-1224591881148757621,6,20260415,2026-04-15T22:37:52.408511
defence-parts,防衛：素材・部材,183,資本財,651243646871337540,4,20260415,2026-04-15T22:37:52.408511
confectionery,菓子,184,消費者必需品,-6858909066788538578,3,20260415,2026-04-15T22:37:52.408511
diversified-industrials,機械：多角化,185,資本財,-1869833257569312504,7,20260415,2026-04-15T22:37:52.408511
trucking-intermodal,トラック輸送,186,資本財,8149354143044914166,3,20260415,2026-04-15T22:37:52.408511
housing-infrastructure,建築塗料,187,素材,-7418097391340510267,2,20260415,2026-04-15T22:37:52.408511
used-car-sales,中古車販売,188,消費者一般,3529326511719979310,4,20260415,2026-04-15T22:37:52.408511
oil-supermajors-non-us,スーパーメジャー：米国外,189,エネルギー,878386337363408365,4,20260415,2026-04-15T22:37:52.408511
home-exterior,住宅設備：外装,190,消費者一般,-6668083746060841839,6,20260415,2026-04-15T22:37:52.408511
chinese-ev,中国EV,191,消費者一般,2712970236265593148,3,20260415,2026-04-15T22:37:52.408511
humanoid-bones,人型ロボ：筋骨・神経,192,テクノロジー,-8555287014379540217,6,20260415,2026-04-15T22:37:52.408511
outdoor-products,アウトドア製品,193,消費者一般,-2521035932162762240,3,20260415,2026-04-15T22:37:52.408511
onsite-power,オンサイト電源,194,テクノロジー,3139898761150356124,5,20260415,2026-04-15T22:37:52.408511
agribusiness,アグリビジネス,195,消費者必需品,-230458073304644351,2,20260415,2026-04-15T22:37:52.408511
aggregates-concrete,骨材・基礎資材,196,素材,9029276162842035729,7,20260415,2026-04-15T22:37:52.408511
power-infra,電源インフラ,197,資本財,3030159212643551982,6,20260415,2026-04-15T22:37:52.408511
facility-equipment,施設設備,198,資本財,8587222471780627021,6,20260415,2026-04-15T22:37:52.408511
live-entertainment,ライブエンタメ,199,消費者一般,5187389058594731464,3,20260415,2026-04-15T22:37:52.408511
silver-mining,銀鉱山,200,素材,-698449833202069482,5,20260415,2026-04-15T22:37:52.408511
data-storage,データストレージ,201,テクノロジー,2355820367158703700,4,20260415,2026-04-15T22:37:52.408511
gold-mining,金鉱山,202,素材,-8651239937266358089,14,20260415,2026-04-15T22:37:52.408511
rail-manufacturing,鉄道製造・リース,203,資本財,-9178197897357123933,7,20260415,2026-04-15T22:37:52.408511
meat-products,食肉,204,消費者必需品,-6103398569877317550,2,20260415,2026-04-15T22:37:52.408511
home-interior,住宅設備：屋内,205,消費者一般,-1661611443116750027,5,20260415,2026-04-15T22:37:52.408511
heat-infra,熱管理インフラ,206,テクノロジー,1742549313523641360,6,20260415,2026-04-15T22:37:52.408511
machinery-construction-ag,機械：建設/農業/資源,207,資本財,1591304856499518565,5,20260415,2026-04-15T22:37:52.408511
hvac,空調,208,資本財,-4471010190613030994,3,20260415,2026-04-15T22:37:52.408511
